Col0,Col1,Col2,Col3,Col4,Col5,Col6
8685.9,-8105.2,-1.2299e-10,8105.2,-8685.9,1203.1,7396.6
3369.3+2402i,633.24-4142.7i,-4047.9+2037.5i,3704.7+1959.2i,77.743-4137.1i,-3788+2474.4i,3981.7+1485.5i
5115.3-3233.6i,-931.58+5866.6i,-4117-3053.4i,5343.6-2594.4i,-1609.5+5833.7i,-3618.8-3657.3i,5487.5-1914.4i
8274+1809.1i,-7858.7-893.69i,147.72-851.36i,7700.3+1806i,-8399.8-1084.1i,1301.4-644.27i,7005.2+1774.5i
2296.7+1005.6i,1854-2150.9i,-4283.5+1299.4i,2736.5+758.38i,1351-2112.1i,-4184.3+1505.1i,3133.1+499.2i
5583.4-2729.3i,-2379.2+5520.2i,-3033.7-3186.4i,5630.3-2105.5i,-3000+5442.8i,-2415.3-3727.3i,5588.4-1448.4i
4454.9+387.39i,-3318.2-2705.7i,-898.89+2512.2i,4281.5+13.504i,-3689.4-2526.7i,-327.74+2694.2i,4040.6-360.59i
-18.183+5609i,-1515.7-5044.9i,1642.5-202.59i,-244.48+5262i,-1380.5-5436.5i,1723.9+564i,-466.93+4832.1i
-1.1787e+05+16620i,47080-1.0965e+05i,67413+1.0089e+05i,-1.1932e+05+1533.5i,60461-1.0253e+05i,54531+1.0835e+05i,-1.189e+05-13577i
3.0483e+05+4.2668e+05i,-5.2318e+05+23265i,2.5584e+05-4.5161e+05i,2.4901e+05+4.6071e+05i,-5.2269e+05-42105i,3.1113e+05-4.1558e+05i,1.8927e+05+4.8747e+05i
4.1254e+05-7.7293e+05i,4.3397e+05+7.6149e+05i,-8.7761e+05-43114i,5.0652e+05-7.1528e+05i,3.3479e+05+8.0965e+05i,-8.653e+05-1.5238e+05i,5.9251e+05-6.4635e+05i
-7.3362e+05-17824i,4.0606e+05-6.1167e+05i,2.9846e+05+6.7332e+05i,-7.2591e+05-1.099e+05i,4.7947e+05-5.5555e+05i,2.1209e+05+7.0526e+05i,-7.0676e+05-2.0024e+05i
1.2521e+05+2.583e+05i,-2.8401e+05-37330i,1.7915e+05-2.1829e+05i,92019+2.7127e+05i,-2.7776e+05-72409i,2.0565e+05-1.9367e+05i,57382+2.7995e+05i
14687-17669i,8659.6+21510i,-23967-5382i,17025-15742i,5722.4+22252i,-23157-8104.4i,19094-13567i
4001.4-594.33i,-3523.1+1395.9i,-225.84-901.59i,3765.1-429.71i,-3809.1+1362.1i,316.88-1030i,3469.5-258.31i
1809.7-524.42i,1153.8-1962.5i,-3046.1+2627.6i,2110.6-853.31i,784.27-1713.1i,-2951.1+2689.2i,2378.2-1168.8i
-3207.2+3451.4i,-332.43-4598i,3563.4+1476i,-3486.3+3016.2i,172.71-4708.3i,3301.2+2029.5i,-3710.5+2533.4i
-4275.5-3145.5i,3433.1-4608.6i,596.33+8084.3i,-4072.2-4055i,3767.7-3738.8i,34.579+8061.6i,-3804.7-4900.5i
1624.9+129.39i,978.62-1616.1i,-2673.6+1602.5i,1886.6-101.24i,651.86-1494i,-2585.2+1702.3i,2118.5-330.27i
-4141.6+2749.8i,109.79-4943.7i,4024+2548.2i,-4422.1+2212.9i,714.98-4919.7i,3655.9+3059.2i,-4632.8+1641.2i
-2626-3216.1i,3082.7-3418.2i,-677.55+6879.3i,-2356.6-3954i,3203-2642i,-1075.9+6785.3i,-2050-4629.5i
1259.2+1184.4i,355.65-1695.6i,-1640.3+632.75i,1402.2+1017.5i,137.64-1723.2i,-1549.7+829.13i,1523.1+834.64i
-4030.4+1518.3i,567.31-4311.3i,3422.4+3101.9i,-4234.9+987.16i,1116-4159.8i,3039+3470.7i,-4372.7+440.41i
-1088.8-2773.4i,2408.7-2444.5i,-1492.5+5393.1i,-809.29-3335i,2359.7-1819.1i,-1719.5+5284.4i,-516.99-3844i
682.49+1787.4i,52.42-1805i,-738.66+146.93i,739.17+1647.5i,-53.472-1912.5i,-681.87+402.02i,784.2+1481.7i
-3620.3+461.41i,865.51-3650.4i,2692.8+3450.5i,-3751.3-47.397i,1327.3-3399.7i,2328.9+3690.7i,-3823.1-555.45i
-19.631-2139.4i,1822.7-1818.6i,-1933.7+4088.4i,249.53-2562.7i,1666.3-1342.1i,-2035.2+4000.9i,514.75-2945.5i
49.418+2021.1i,-46.546-1886i,0.46336-0.011375i,46.049+1886i,-49.812-2021.1i,7.3322+279.94i,41.955+1721.1i
-3057.7-358.5i,1037.5-3062.5i,1945.9+3640.4i,-3122.8-838.78i,1400.7-2741.5i,1621.7+3776.8i,-3138.6-1305.8i
647.26-1439.8i,1351.9-1433.5i,-2096+2976.1i,894.32-1755.8i,1137.6-1094.5i,-2113.4+2928.7i,1127.3-2044.1i
-544.29+1978.6i,-29.917-1926.1i,576.35+85.494i,-587.74+1834.4i,53.495-2051.4i,530.41+363.93i,-621.91+1661.4i
-2411.9-941.16i,1116.2-2555.9i,1215.8+3680.2i,-2419.1-1388i,1376.6-2192.7i,943.79+3737.8i,-2388.1-1812.9i
