Col0,Col1,Col2,Col3,Col4,Col5
0.323269553967085,0.312971454069205,0.294323633346315,0.272040661223092,0.25410649290512,0.249270365339227,0.260542247130754
0.259254553028658,0.245125264609869,0.217683745637285,0.180756943475368,0.145852775720289,0.135124114396715,0.159430250448718
0.172109682873035,0.16101559778211,0.137131615806271,0.0989022733504865,0.0474383551051285,0.0123727525628549,0.0713954491317708
0.104473381687459,0.104505009646601,0.102160529399323,0.095764477791787,0.0882660940247214,0.0873750587365572,0.096394452828285
0.0490310855275092,0.0602988914067411,0.076190481644112,0.0913105977760072,0.102725875159088,0.108894062426972,0.108575875666731
0.0147887431474747,0.0357243610701046,0.0587944136923722,0.0806937834981451,0.0979516867618667,0.107135477899067,0.105770814807472
0.047487121208808,0.0564431406927521,0.0720217793079898,0.0903009047578721,0.106852978759941,0.117909672969452,0.121344171186207
0.0367649094871951,0.0578917404277897,0.0842456129307281,0.109545355129744,0.130964778080731,0.146879993053377,0.156856402180425
0.051692166228203,0.0794869410444554,0.113032108966002,0.143560363452095,0.167900239723357,0.184864942715767,0.194610890228629
0.186930134436643,0.195369481004361,0.208528047782981,0.221364402215697,0.229652126872367,0.230855631044317,0.224313079429306
0.348136514415898,0.345756749236135,0.339945435361477,0.328975199889844,0.31102617257065,0.28476934630538,0.249826269944012
0.502864307633346,0.494357177391789,0.477202797788498,0.451225850389235,0.416403200277757,0.373098101670852,0.322309382909639
0.64816931632241,0.639939724918171,0.623657359544058,0.599723576281402,0.568850634595336,0.53216941038275,0.491333340764804
0.763781669846729,0.760359241916579,0.753501278465662,0.743220657585031,0.729622354042781,0.712975835293218,0.693769805772146
0.765492867927681,0.768706911151237,0.774710923419275,0.782744746347268,0.791859448181856,0.801081192548455,0.809553054759549
0.55525115079554,0.567743855134132,0.591196355276838,0.62304224126548,0.660353516611566,0.700367858933987,0.740770183330207
0.156527982842077,0.199910533814667,0.26469299844942,0.336473203582129,0.408932929808501,0.479041304475782,0.545113561332086
0.248617901323338,0.265555857079563,0.295629542393243,0.333782505123517,0.375683072570865,0.418198866601682,0.459199178063527
0.42858573451832,0.429856350284219,0.432183139285781,0.435171486633385,0.438306085914382,0.441021628961696,0.442771167594639
0.398553613243394,0.39627932482702,0.391739239623278,0.384952997824912,0.375956295057788,0.364807295996046,0.351593600707363
0.303397476637369,0.300969827936109,0.296159475538634,0.28905539326119,0.279788746806516,0.268530131468636,0.255485887875337
0.229907450407726,0.228251379301055,0.224973101075114,0.220139330979244,0.213847644477101,0.206223575589134,0.19741690347197
0.182404541369451,0.181331322805257,0.179203279853817,0.176056694346217,0.171944741395377,0.166936043679195,0.161112827078176
0.148660226355024,0.147944338009167,0.146522332881099,0.144413538892451,0.141646416837518,0.138257942139976,0.134292811331425
0.121798431278474,0.121326224511942,0.120386920303862,0.118990640969566,0.117152332382853,0.11489148773708,0.112231793487307
0.0982481289845245,0.0979541121769596,0.0973687155828019,0.0964971565555069,0.0953471219762041,0.0939286083201366,0.0922537196929244
0.075801913592348,0.0756342669226673,0.0753007187143462,0.0748046996525762,0.0741512096312349,0.0733466501536716,0.0723986134937686
0.0535675242524905,0.0534655166666757,0.0532637845095987,0.052966813326798,0.0525811314828813,0.052115073942698,0.0515784741427734
0.033231895288481,0.0331069609431974,0.0328608515952886,0.0325010807001212,0.0320388996627716,0.0314892580203855,0.0308707176839338
0.0207421247706321,0.0205331325925399,0.0201168014195761,0.0194964368743914,0.0186770001135581,0.0176651258624688,0.0164691782314126
0.0252969991404233,0.0252262140936776,0.0250882159366243,0.0248901849127274,0.0246429700663698,0.0243611468429347,0.024063025520606
0.0514937511177145,0.0515419406148739,0.0516387193275284,0.0517848635595867,0.0519814809468779,0.052229945081797,0.0525318129479237
0.0886181454039157,0.0886445656326438,0.088697226486001,0.088775769825539,0.0888796611301506,0.0890081927526934,0.0891604883126298
0.113469317126217,0.113434262771138,0.113364124567337,0.113258844615375,0.113118338770992,0.112942499850019,0.112731201833985
0.112941145008284,0.112858304204126,0.112692759203492,0.112444783211757,0.11211478600846,0.111703313903154,0.111211049660249
0.0968764062325492,0.0967840963972808,0.0965996863774224,0.0963235948308521,0.0959564481375416,0.0954990784765296,0.0949525212705415
0.0807911735883516,0.0807176459394015,0.0805707768292913,0.0803509379407438,0.0800586850688924,0.079694756055463,0.0792600680491708
0.0695703290101702,0.0695170399318165,0.0694105841734985,0.0692512060740467,0.0690392709991056,0.0687752639763499,0.0684597878862987
0.0616438910545284,0.0616039514162145,0.0615241494344011,0.0614046394500492,0.0612456523540472,0.0610474948456626,0.0608105484489862
0.0554695735590201,0.0554386751604346,0.0553769295046583,0.0552844387346568,0.0551613557158503,0.0550078836187636,0.054824275365026
0.0503638819601621,0.0503396111252142,0.0502911041591089,0.0502184303876306,0.0501216935952301,0.0500010317807004,0.0498566168326527
0.0460011049431608,0.0459818762461811,0.0459434426886892,0.0458858518949414,0.045809175179765,0.045713507403074,0.0455989667765294
0.0421948670828125,0.0421795479340071,0.0421489261267465,0.0421030346124947,0.0420419227454298,0.041965656195022,0.0418743168298053
0.0388261515815729,0.0388138991607689,0.0387894057821646,0.0387526943541054,0.0387037991949945,0.0386427659804589,0.0385696516730807
0.0358133915976402,0.0358035635538385,0.0357839154617774,0.0357544633018296,0.0357152310177954,0.0356662504848469,0.0356075614668802
0.0330977305612517,0.0330898297086324,0.0330740335945209,0.033050353394656,0.0330188058563679,0.0329794132790743,0.0329322034883237
0.0306349728078101,0.0306286102055434,0.030615888918404,0.0305968167772084,0.0305714055182577,0.0305396707714451,0.0305016320444252
0.0283908562440714,0.0283857252908231,0.0283754661332395,0.0283600842667215,0.0283395879283107,0.0283139880894258,0.0282832984461918
0.0263381166228593,0.0263339742423413,0.0263256914126428,0.0263132719949559,0.0262967217773635,0.0262760484703974,0.0262512617011227
0.0244545809596855,0.0244512335954284,0.0244445402251928,0.0244345035646282,0.0244211276849411,0.0244044180101752,0.0243843813135895
0.0227218827308376,0.0227191757308098,0.022713762686794,0.0227056455103135,0.0226948270672639,0.0226813111762465,0.0226651026063493
0.0211245687219236,0.0211223781827387,0.0211179977777466,0.0211114288533615,0.0211026734283529,0.0210917341928238,0.02107861450685
0.0196494613904457,0.0196476878259884,0.0196441411716309,0.0196388223762784,0.0196317328627661,0.0196228745272325,0.019612249738284
0.0182851930156065,0.0182837564021675,0.0182808835098898,0.0182765750078455,0.0182708318993221,0.0182636555214379,0.0182550475446289
0.0170218583926158,0.0170206942664946,0.0170183662502674,0.0170148748158855,0.017010220671079,0.0170044047591207,0.0169974282585109
0.0158507512158278,0.0158498075841459,0.0158479204873159,0.0158450902583572,0.0158413173966777,0.015836602567929,0.0158309466038128
0.0147641607424608,0.0147633956276177,0.0147618655154734,0.0147595706410818,0.0147565113569493,0.0147526881329461,0.0147481015561867
0.0137552126573883,0.0137545921386019,0.0137533511840125,0.0137514899595686,0.0137490087141471,0.0137459077794987,0.013742187570175
0.0128177428693707,0.0128172395163306,0.0128162328688485,0.0128147230441092,0.0128127102178615,0.0128101946243854,0.0128071765564461
0.0119461961968209,0.0119457878140562,0.011944971089913,0.0119437461071566,0.0119421129899176,0.0119400719036714,0.0119376230552104
0.0111355441109916,0.0111352127293755,0.0111345499953779,0.0111335559674634,0.0111322307333183,0.0111305744098381,0.0111285871431102
0.0103812172450077,0.0103809483104448,0.0103804104619726,0.0103796037408957,0.0103785282091642,0.0103771839493662,0.0103755710647175
0.00967904946890367,0.00967883118875383,0.00967839464304721,0.00967773986096829,0.00967686688628982,0.00967577577736792,0.00967446660713574
0.00902523111615987,0.00902505393212119,0.00902469957435578,0.0090241680634866,0.00902345943044559,0.00902257371647072,0.00902151097310207
0.00841626951988459,0.00841612568244816,0.00841583801486273,0.00841540653170258,0.0084148312548276,0.00841411221338147,0.00841324944378924
0.00784895543956267,0.00784883866417792,0.00784860511855884,0.00784825481300587,0.00784778776296874,0.00784720398904534,0.00784650351698025
0.00732033427496892,0.00732023946403022,0.00732004984579312,0.00731976542753798,0.00731938622018479,0.00731891223829245,0.00731834350005784
0.0068276812020082,0.00682760421992359,0.00682745025832746,0.00682721932236588,0.00682691141975761,0.00682652656079364,0.00682606475833666
0.00636847954663277,0.0063684170377433,0.00636829202178321,0.00636810450239015,0.00636785448502034,0.00636754197694834,0.00636716698726672
0.00594040185233724,0.0059403510934564,0.0059402495769805,0.00594009730548098,0.00593989428281492,0.00593964051412482,0.0059393360058384
0.00554129320464109,0.00554125198558484,0.00554116954838129,0.0055410458948483,0.00554088102771255,0.00554067495060949,0.00554042766808317
0.00516915646014825,0.00516912298690968,0.00516905604107512,0.0051689556239297,0.0051688217374011,0.00516865438405942,0.00516845356711717
0.00482213909388707,0.00482211191014059,0.00482205754310193,0.00482197599367964,0.00482186726323653,0.00482173135358963,0.00482156826701014
0.0044985214308863,0.0044984993543354,0.00449845520155476,0.00449838897318675,0.00449830067019486,0.00449819029386372,0.00449805784579907
0.00419670606948605,0.00419668814023625,0.00419665228196373,0.00419659849512264,0.00419652678039417,0.00419643713868657,0.00419632957113513
0.00391520833709745,0.00391519377577485,0.0039151646532902,0.00391512096996458,0.00391506272627962,0.00391498992287747,0.00391490256056081
0.00365264764582088,0.00365263581959086,0.00365261216724435,0.00365257668900835,0.0036525293852234,0.00365247025634352,0.00365239930293622
0.00340773963689686,0.00340773003188895,0.00340771082195338,0.00340768200725067,0.00340764358802159,0.00340759556458714,0.00340753793734859
0.00317928902047071,0.00317928121939898,0.00317926561731227,0.00317924221432408,0.00317921101060462,0.00317917200638089,0.00317912520193658
0.00296618303143262,0.00296617669543092,0.00296616402346763,0.00296614501562301,0.00296611967201742,0.00296608799281134,0.00296604997820537
0.00276738543380304,0.00276738028767973,0.00276736999546146,0.00276735455720499,0.00276733397299542,0.00276730824294621,0.00276727736719921
0.00258193101577612,0.00258192683604373,0.00258191847659901,0.00258190593748208,0.00258188921875312,0.00258186832049235,0.00258184324280007
0.00240892052551348,0.00240891713067037,0.00240891034099833,0.00240890015652573,0.00240888657729511,0.00240886960336322,0.00240884923480095
0.00224751600441479,0.00224751324705459,0.00224750773234421,0.00224749946030372,0.00224748843096319,0.00224747464436275,0.00224745810055252
0.00209693648013698,0.00209693424054178,0.00209692976135848,0.00209692304260126,0.00209691408429138,0.00209690288645721,0.00209688944913421
0.00195645398629339,0.00195645216723143,0.00195644852911252,0.0019564430719467,0.00195643579574899,0.00195642670053946,0.00195641578634318
0.00182538987969769,0.00182538840219886,0.00182538544720474,0.00182538101472243,0.00182537510476256,0.0018253677173393,0.00182535885247039
0.00170311142935726,0.00170311022928257,0.00170310782913572,0.00170310422892171,0.00170309942864807,0.00170309342832483,0.00170308622796451
0.00158902865421401,0.00158902767946986,0.00158902572998325,0.00158902280575772,0.0015890189067986,0.00158901403311298,0.00158900818470971
0.00148259138944097,0.0014825905977162,0.00148258901426799,0.00148258663909884,0.00148258347221251,0.00148257951361403,0.00148257476330965
