Col0,Col1,Col2,Col3,Col4
0,0,0,0,0
4.44556478119653,1.38319302602149,0.00691387650863815,3.45589425896627e-05,1.72742528945003e-07
307.778399962266,3246.41680161665,121.827032443069,1.19142012977155,-0.211180276283455
643.764510981396,10609.7574964703,-278.528145296184,-47.304034280116,7.27409408856882
938.878051200187,16087.1837018238,-1983.88889651383,248.713434311641,-19.8775580036756
1173.98826971425,17448.5699986338,-1829.39628703652,-9.05393736525462,14.2641684577585
1335.33248761534,14489.9375612997,70.9669964762492,-289.416537556264,-3.50835869369154
1412.7728543102,7946.7595765053,1904.6627337693,256.876596725063,-9.91471909667049
1401.44350675364,-562.340558111438,1970.17201681083,70.667149530837,16.1548874383657
1302.05630951907,-8932.32515157059,206.679180880802,-317.053814453389,-10.6803065131376
1120.85612572928,-15092.5718391788,-1748.68353065034,199.322747481099,-2.53912025967947
869.228429339448,-17519.117891858,-2080.66216420266,147.318818022777,13.9172988458909
562.983913935672,-15611.6682350434,-481.065547107205,-324.773351424982,-15.2033200540657
221.365048709316,-9842.10043013634,1565.12654364011,129.24471695511,5.46462300668682
-134.162996651147,-1637.72847013867,2158.33902633768,214.713903377632,8.2367564552762
-481.261087515032,6971.79563317528,747.865222281101,-312.086184293709,-15.9652353313076
-798.119774295877,13856.5906406429,-1356.88657607541,51.0457655340123,12.1164915490415
-1064.82966037851,17313.4502488821,-2201.97759269812,268.617724520772,0.518550561414922
-1264.63238273001,16487.193574762,-1002.87061614659,-279.789494430565,-12.7775646845286
-1384.97360148202,11582.2254805983,1127.24769664124,-30.3605790687809,15.7709019595534
-1418.29183527631,3811.96954208312,2210.88965702406,305.643306125386,-7.32793781345937
-1362.49357694769,-4901.31673289594,1242.06014130959,-229.912601638567,-6.42889524418232
-1221.0848362786,-12402.0827301781,-879.831447645904,-109.859256830283,15.5238019259055
-1002.95084451023,-16834.7391529274,-2184.93467073726,323.464194728693,-13.3615922751759
-721.797762586093,-17102.7060228345,-1461.66163607336,-165.589454526216,1.51019698897018
-395.291472652196,-13139.6919163451,618.539731135364,-182.455073451055,11.4363206951442
-43.947565711219,-5926.0935771887,2124.52195947623,320.960638359103,-16.0897673200589
310.157728411235,2753.54113983415,1658.21185368193,-90.8617129905702,9.07568666341578
644.774671777278,10751.9865664132,-347.493273567091,-243.586566784076,4.51964651465188
938.878051200188,16090.5341639454,-2030.60426778636,298.289944670754,-14.8375488906621
1173.98826971425,17448.4985802655,-1828.61107979018,-10.4247958617204,14.3959727093022
1335.33248761534,14489.9375612997,70.966639492254,-289.412620277326,-3.51512783069136
1412.7728543102,7946.7595765053,1904.6627337693,256.876596725063,-9.91471909667042
1401.44350675364,-562.340558111422,1970.17201681083,70.6671495308372,16.1548874383657
1302.05630951907,-8932.32515157058,206.679180880803,-317.053814453389,-10.6803065131377
1120.85612572928,-15092.5718391788,-1748.68353065034,199.322747481099,-2.53912025967946
869.228429339448,-17519.117891858,-2080.66216420266,147.318818022778,13.9172988458909
562.983913935671,-15611.6682350435,-481.065547107203,-324.773351424983,-15.2033200540658
221.365048709315,-9842.10043013636,1565.12654364011,129.24471695511,5.4646230066868
-134.162996651146,-1637.72847013868,2158.33902633768,214.713903377632,8.23675645527615
-481.261087515031,6971.79563317527,747.865222281103,-312.086184293709,-15.9652353313076
-798.119774295876,13856.5906406429,-1356.88657607541,51.0457655340128,12.1164915490415
-1064.82966037851,17313.4502488821,-2201.97759269812,268.617724520773,0.518550561414922
-1264.63238273001,16487.193574762,-1002.87061614659,-279.789494430565,-12.7775646845286
-1384.97360148202,11582.2254805983,1127.24769664124,-30.360579068781,15.7709019595535
-1418.29183527631,3811.96954208313,2210.88965702406,305.643306125386,-7.32793781345933
-1362.49357694769,-4901.31673289595,1242.06014130959,-229.912601638567,-6.42889524418229
-1221.0848362786,-12402.0827301781,-879.831447645901,-109.859256830283,15.5238019259055
-1002.95084451023,-16834.7391529274,-2184.93467073726,323.464194728694,-13.3615922751758
-721.797762586094,-17102.7060228345,-1461.66163607336,-165.589454526215,1.51019698897021
-395.291472652197,-13139.6919163451,618.539731135367,-182.455073451056,11.4363206951442
-43.9475657112193,-5926.0935771887,2124.52195947623,320.960638359103,-16.0897673200587
310.157728411235,2753.54113983413,1658.21185368193,-90.8617129905695,9.07568666341582
644.774671777278,10751.9865664132,-347.493273567097,-243.586566784076,4.51964651465195
938.878051200188,16090.5341639454,-2030.60426778635,298.289944670753,-14.837548890662
