Col0,Col1,Col2,Col3,Col4,Col5,Col6
4.46892327698644,-18.3754978457769,-21.9817955627502,-24.9454305927192,-61.6361966834757,-115.706572525956,-224.006915356741
4.46892327698644,-18.3754978457769,-21.9817955627502,-24.9454305927192,-61.6361966834757,-115.706572525956,-224.006915356741
4.46892327698644,-18.3754978457769,-21.9817955627502,-24.9454305927192,-61.6361966834757,-115.706572525956,-224.006915356741
4.46892327698644,-18.3754978457769,-21.9817955627502,-24.9454305927192,-61.6361966834757,-115.706572525956,-224.006915356741
0.910836368463211,-18.3754978457769,-21.9817955627502,-24.9454305927192,-61.6361966834757,-115.706572525956,-224.006915356741
0.910836368463211,-9.35905102269848,-21.9817955627502,-24.9454305927192,-61.6361966834757,-115.706572525956,-224.006915356741
0.910836368463211,-9.35905102269848,6.79852362159714,-31.2276439637436,-63.8803777992814,-112.920557213466,-240.336915058392
0.910836368463211,-9.35905102269848,6.79852362159714,-31.2276439637436,-63.8803777992814,-112.920557213466,-240.336915058392
-5.98634658892022,-9.35905102269848,6.79852362159714,-31.2276439637436,-63.8803777992814,-112.920557213466,-240.336915058392
-5.98634658892022,-9.35905102269848,6.79852362159714,-31.2276439637436,-63.8803777992814,-112.920557213466,-240.336915058392
-5.98634658892022,9.72260913377113,6.79852362159714,-31.2276439637436,-63.8803777992814,-112.920557213466,-240.336915058392
-5.98634658892022,9.72260913377113,6.79852362159714,-31.2276439637436,-63.8803777992814,-112.920557213466,-240.336915058392
-8.11491367634589,9.72260913377113,-40.7475566317915,-29.1420379520129,-50.2332180498051,-128.399784347325,-228.770798596929
-8.11491367634589,9.72260913377113,-40.7475566317915,-29.1420379520129,-50.2332180498051,-128.399784347325,-228.770798596929
-8.11491367634589,9.72260913377113,-40.7475566317915,-29.1420379520129,-50.2332180498051,-128.399784347325,-228.770798596929
-8.11491367634589,-1.0036491478884,-40.7475566317915,-29.1420379520129,-50.2332180498051,-128.399784347325,-228.770798596929
-8.62881144887197,-1.0036491478884,-40.7475566317915,-29.1420379520129,-50.2332180498051,-128.399784347325,-228.770798596929
-8.62881144887197,-1.0036491478884,-40.7475566317915,-29.1420379520129,-50.2332180498051,-128.399784347325,-228.770798596929
-8.62881144887197,-1.0036491478884,-3.81450495751728,-36.7621108896524,-60.3688706168264,-109.621118250249,-228.807716809426
-8.62881144887197,-1.0036491478884,-3.81450495751728,-36.7621108896524,-60.3688706168264,-109.621118250249,-228.807716809426
-8.58550232084393,-15.8958411125168,-3.81450495751728,-36.7621108896524,-60.3688706168264,-109.621118250249,-228.807716809426
-8.58550232084393,-15.8958411125168,-3.81450495751728,-36.7621108896524,-60.3688706168264,-109.621118250249,-228.807716809426
-8.58550232084393,-15.8958411125168,-3.81450495751728,-36.7621108896524,-60.3688706168264,-109.621118250249,-228.807716809426
-8.58550232084393,-15.8958411125168,-3.81450495751728,-36.7621108896524,-60.3688706168264,-109.621118250249,-228.807716809426
-8.00273450672809,-15.8958411125168,-8.08149978762704,-17.2316751412647,-74.9279371678076,-133.708583610918,-270.676690079478
-8.00273450672809,-17.1623016125144,-8.08149978762704,-17.2316751412647,-74.9279371678076,-133.708583610918,-270.676690079478
-8.00273450672809,-17.1623016125144,-8.08149978762704,-17.2316751412647,-74.9279371678076,-133.708583610918,-270.676690079478
-8.00273450672809,-17.1623016125144,-8.08149978762704,-17.2316751412647,-74.9279371678076,-133.708583610918,-270.676690079478
-6.91712545155596,-17.1623016125144,-8.08149978762704,-17.2316751412647,-74.9279371678076,-133.708583610918,-270.676690079478
-6.91712545155596,-17.1623016125144,-8.08149978762704,-17.2316751412647,-74.9279371678076,-133.708583610918,-270.676690079478
-6.91712545155596,-13.7984215941095,-34.0807092525027,-58.4705612656095,-1.18140581208395,-52.9319619263632,-94.615583161739
-6.91712545155596,-13.7984215941095,-34.0807092525027,-58.4705612656095,-1.18140581208395,-52.9319619263632,-94.615583161739
-5.39688796485464,-13.7984215941095,-34.0807092525027,-58.4705612656095,-1.18140581208395,-52.9319619263632,-94.615583161739
