Col0,Col1,Col2,Col3,Col4,Col5,Col6
0.087112,-0.081288,-1.1956e-15,0.081288,-0.087112,0.012066,0.074181
0.033791+0.02409i,0.0063509-0.041548i,-0.040597+0.020435i,0.037155+0.019649i,0.00077969-0.041492i,-0.03799+0.024816i,0.039933+0.014898i
0.051302-0.03243i,-0.0093428+0.058837i,-0.04129-0.030623i,0.053591-0.02602i,-0.016141+0.058507i,-0.036293-0.036679i,0.055035-0.0192i
0.082981+0.018143i,-0.078815-0.0089629i,0.0014815-0.0085383i,0.077227+0.018113i,-0.084243-0.010873i,0.013051-0.0064614i,0.070256+0.017797i
0.023034+0.010085i,0.018594-0.021571i,-0.04296+0.013032i,0.027445+0.0076059i,0.013549-0.021183i,-0.041964+0.015095i,0.031422+0.0050065i
0.055997-0.027373i,-0.023861+0.055363i,-0.030426-0.031957i,0.056467-0.021116i,-0.030087+0.054586i,-0.024224-0.037381i,0.056047-0.014526i
0.044678+0.0038852i,-0.033279-0.027136i,-0.009015+0.025195i,0.04294+0.00013543i,-0.037002-0.02534i,-0.0032869+0.027021i,0.040524-0.0036164i
-0.00018236+0.056253i,-0.015201-0.050596i,0.016473-0.0020317i,-0.0024519+0.052774i,-0.013845-0.054523i,0.017289+0.0056564i,-0.0046828+0.048461i
-1.1821+0.16668i,0.47217-1.0997i,0.6761+1.0118i,-1.1967+0.01538i,0.60636-1.0283i,0.5469+1.0866i,-1.1924-0.13617i
3.0572+4.2792i,-5.247+0.23333i,2.5658-4.5293i,2.4974+4.6205i,-5.2421-0.42228i,3.1204-4.1679i,1.8982+4.8889i
4.1374-7.7518i,4.3523+7.637i,-8.8016-0.43239i,5.0799-7.1736i,3.3577+8.12i,-8.6782-1.5282i,5.9423-6.4823i
-7.3576-0.17876i,4.0725-6.1345i,2.9933+6.7528i,-7.2803-1.1022i,4.8086-5.5717i,2.1271+7.0731i,-7.0881-2.0082i
1.2557+2.5905i,-2.8483-0.37439i,1.7967-2.1893i,0.92287+2.7205i,-2.7857-0.72619i,2.0624-1.9423i,0.57548+2.8077i
0.1473-0.17721i,0.086848+0.21572i,-0.24037-0.053977i,0.17074-0.15788i,0.05739+0.22317i,-0.23225-0.08128i,0.1915-0.13607i
0.04013-0.0059606i,-0.035333+0.014i,-0.0022649-0.0090421i,0.037761-0.0043096i,-0.038201+0.01366i,0.003178-0.01033i,0.034796-0.0025906i
0.018149-0.0052594i,0.011571-0.019683i,-0.03055+0.026352i,0.021167-0.008558i,0.0078655-0.017181i,-0.029596+0.02697i,0.023852-0.011722i
-0.032165+0.034615i,-0.0033339-0.046113i,0.035738+0.014803i,-0.034965+0.03025i,0.0017321-0.04722i,0.033108+0.020354i,-0.037213+0.025408i
-0.042879-0.031546i,0.034431-0.04622i,0.0059807+0.081078i,-0.04084-0.040668i,0.037786-0.037496i,0.00034679+0.080851i,-0.038158-0.049148i
0.016296+0.0012976i,0.0098147-0.016208i,-0.026814+0.016072i,0.018921-0.0010153i,0.0065376-0.014984i,-0.025927+0.017073i,0.021247-0.0033123i
-0.041537+0.027578i,0.0011011-0.049581i,0.040357+0.025556i,-0.04435+0.022194i,0.0071706-0.04934i,0.036665+0.030681i,-0.046463+0.01646i
-0.026336-0.032255i,0.030916-0.034282i,-0.0067952+0.068993i,-0.023634-0.039655i,0.032123-0.026497i,-0.01079+0.06805i,-0.020559-0.046429i
0.012629+0.011878i,0.0035669-0.017005i,-0.016451+0.0063459i,0.014063+0.010205i,0.0013804-0.017282i,-0.015542+0.0083154i,0.015276+0.0083706i
-0.040421+0.015228i,0.0056896-0.043238i,0.034324+0.031109i,-0.042473+0.0099003i,0.011192-0.041719i,0.030478+0.034808i,-0.043855+0.0044169i
-0.01092-0.027815i,0.024157-0.024516i,-0.014968+0.054087i,-0.0081164-0.033447i,0.023666-0.018244i,-0.017245+0.052998i,-0.005185-0.038552i
0.0068447+0.017926i,0.00052572-0.018102i,-0.0074081+0.0014736i,0.0074132+0.016523i,-0.00053628-0.019181i,-0.0068385+0.0040319i,0.0078648+0.01486i
-0.036309+0.0046275i,0.0086803-0.03661i,0.027007+0.034606i,-0.037622-0.00047535i,0.013311-0.034096i,0.023357+0.037015i,-0.038342-0.0055707i
-0.00019688-0.021457i,0.01828-0.018239i,-0.019393+0.041003i,0.0025025-0.025702i,0.016711-0.01346i,-0.020411+0.040126i,0.0051625-0.029541i
0.00049562+0.02027i,-0.00046681-0.018914i,4.647e-06-1.1408e-07i,0.00046183+0.018915i,-0.00049957-0.02027i,7.3535e-05+0.0028076i,0.00042077+0.017261i
-0.030666-0.0035954i,0.010405-0.030714i,0.019515+0.03651i,-0.031319-0.0084122i,0.014048-0.027495i,0.016264+0.037878i,-0.031477-0.013096i
0.0064914-0.01444i,0.013558-0.014377i,-0.021021+0.029848i,0.0089692-0.017609i,0.011409-0.010977i,-0.021196+0.029372i,0.011305-0.0205i
-0.0054588+0.019843i,-0.00030004-0.019317i,0.0057803+0.00085743i,-0.0058945+0.018398i,0.0005365-0.020574i,0.0053195+0.0036499i,-0.0062372+0.016662i
-0.024189-0.0094389i,0.011194-0.025633i,0.012193+0.036909i,-0.024261-0.01392i,0.013806-0.021991i,0.0094653+0.037487i,-0.02395-0.018182i
0.0099329-0.0075259i,0.0098626-0.012109i,-0.020502+0.020502i,0.012109-0.0098626i,0.0075259-0.0099329i,-0.020174+0.020507i,0.014093-0.012044i
-0.010427+0.017412i,0.00049265-0.019299i,0.0098988+0.0032701i,-0.011101+0.015795i,0.0019974-0.020197i,0.0089603+0.005849i,-0.0116+0.013928i
-0.017423-0.013024i,0.011293-0.021318i,0.0053209+0.03587i,-0.016995-0.017122i,0.012892-0.017521i,0.0031793+0.035899i,-0.016299-0.02095i
0.010806-0.0012575i,0.0070442-0.010889i,-0.018355+0.012927i,0.012626-0.002964i,0.0048244-0.0097505i,-0.017796+0.013413i,0.014247-0.0046238i
-0.014059+0.013639i,0.0015814-0.018894i,0.012364+0.0066086i,-0.014831+0.011812i,0.00353-0.019267i,0.011048+0.0088355i,-0.01537+0.0097981i
-0.010847-0.014551i,0.01089-0.017709i,-0.00082309+0.033529i,-0.010008-0.018222i,0.011548-0.014001i,-0.0023677+0.033227i,-0.0090109-0.021606i
0.0097204+0.003971i,0.0049747-0.010348i,-0.015052+0.0071188i,0.011155+0.0027194i,0.0030969-0.010033i,-0.014474+0.0080326i,0.012414+0.0014249i
-0.01619+0.0091226i,0.0027529-0.018154i,0.01324+0.010332i,-0.016941+0.0070815i,0.0049154-0.017921i,0.011674+0.012124i,-0.017425+0.0049286i
-0.0048775-0.014292i,0.010138-0.014748i,-0.0059866+0.030097i,-0.0037222-0.017505i,0.0099755-0.011337i,-0.0069681+0.029655i,-0.0025081-0.020442i
0.0072498+0.0079003i,0.0035427-0.010225i,-0.011046+0.0030569i,0.0082952+0.0069486i,0.0021568-0.010503i,-0.010607+0.0043075i,0.0092097+0.0058874i
-0.01681+0.0043974i,0.0038666-0.017145i,0.012667+0.013976i,-0.017441+0.0021675i,0.0060239-0.016298i,0.010985+0.015299i,-0.017797-9.6531e-05i
0.00015205-0.012587i,0.009164-0.012379i,-0.0099727+0.025853i,0.0015233-0.015327i,0.0083403-0.0094285i,-0.010461+0.025431i,0.0028705-0.017824i
0.0039362+0.010401i,0.0026471-0.010328i,-0.0067729+0.00066708i,0.0046111+0.0096131i,0.0018314-0.010969i,-0.0065738+0.0021419i,0.0052134+0.0086737i
-0.016039-7.4902e-05i,0.0048315-0.015936i,0.010862+0.017153i,-0.016472-0.0024458i,0.00679-0.014532i,0.009195+0.018019i,-0.016644-0.0047781i
