Col0,Col1,Col2,Col3,Col4,Col5,Col6
0.87112,-0.81288,-1.1734e-14,0.81288,-0.87112,0.12066,0.74181
0.33791+0.2409i,0.063509-0.41548i,-0.40597+0.20435i,0.37155+0.19649i,0.0077969-0.41492i,-0.3799+0.24816i,0.39933+0.14898i
0.51302-0.3243i,-0.093428+0.58837i,-0.4129-0.30623i,0.53591-0.2602i,-0.16141+0.58507i,-0.36293-0.36679i,0.55035-0.192i
0.82981+0.18143i,-0.78815-0.089629i,0.014815-0.085383i,0.77227+0.18113i,-0.84243-0.10873i,0.13051-0.064614i,0.70256+0.17797i
0.23034+0.10085i,0.18594-0.21571i,-0.4296+0.13032i,0.27445+0.076059i,0.13549-0.21183i,-0.41964+0.15095i,0.31422+0.050065i
0.55997-0.27373i,-0.23861+0.55363i,-0.30426-0.31957i,0.56467-0.21116i,-0.30087+0.54586i,-0.24224-0.37381i,0.56047-0.14526i
0.44678+0.038852i,-0.33279-0.27136i,-0.09015+0.25195i,0.4294+0.0013543i,-0.37002-0.2534i,-0.032869+0.27021i,0.40524-0.036164i
-0.0018236+0.56253i,-0.15201-0.50596i,0.16473-0.020317i,-0.024519+0.52774i,-0.13845-0.54523i,0.17289+0.056564i,-0.046828+0.48461i
-11.821+1.6668i,4.7217-10.997i,6.761+10.118i,-11.967+0.1538i,6.0636-10.283i,5.469+10.866i,-11.924-1.3617i
30.572+42.792i,-52.47+2.3333i,25.658-45.293i,24.974+46.205i,-52.421-4.2228i,31.204-41.679i,18.982+48.889i
41.374-77.518i,43.523+76.37i,-88.016-4.3239i,50.799-71.736i,33.577+81.2i,-86.782-15.282i,59.423-64.823i
-73.576-1.7876i,40.725-61.345i,29.933+67.528i,-72.803-11.022i,48.086-55.717i,21.271+70.731i,-70.881-20.082i
12.557+25.905i,-28.483-3.7439i,17.967-21.893i,9.2287+27.205i,-27.857-7.2619i,20.624-19.423i,5.7548+28.077i
1.473-1.7721i,0.86848+2.1572i,-2.4037-0.53977i,1.7074-1.5788i,0.5739+2.2317i,-2.3225-0.8128i,1.915-1.3607i
0.4013-0.059606i,-0.35333+0.14i,-0.022649-0.090421i,0.37761-0.043096i,-0.38201+0.1366i,0.03178-0.1033i,0.34796-0.025906i
0.18149-0.052594i,0.11571-0.19683i,-0.3055+0.26352i,0.21167-0.08558i,0.078655-0.17181i,-0.29596+0.2697i,0.23852-0.11722i
-0.32165+0.34615i,-0.033339-0.46113i,0.35738+0.14803i,-0.34965+0.3025i,0.017321-0.4722i,0.33108+0.20354i,-0.37213+0.25408i
-0.42879-0.31546i,0.34431-0.4622i,0.059807+0.81078i,-0.4084-0.40668i,0.37786-0.37496i,0.0034679+0.80851i,-0.38158-0.49148i
0.16296+0.012976i,0.098147-0.16208i,-0.26814+0.16072i,0.18921-0.010153i,0.065376-0.14984i,-0.25927+0.17073i,0.21247-0.033123i
-0.41537+0.27578i,0.011011-0.49581i,0.40357+0.25556i,-0.4435+0.22194i,0.071706-0.4934i,0.36665+0.30681i,-0.46463+0.1646i
