Col0,Col1,Col2,Col3,Col4,Col5,Col6,Col7
23181.3929039151,0.940507491950793,2662.28153087436,231855.035350549,0,231855.035350549,96.5139608297926,537376976.965683
24981.2507535254,0.693183399580724,2666.93691086976,250541.845993829,0,250541.845993829,97.9046456393096,624062889.210513
24914.1980120248,0.492313820782723,2659.7742562648,249869.194966755,0,249869.194966755,97.9043904177646,620717262.582379
25461.3246633993,0.885798836007174,2670.39493237023,255637.905767773,0,255637.905767773,98.4144107330871,648279053.615026
25433.6701394031,0.885977713266753,2667.26291508429,255361.220242956,0,255361.220242956,98.4162836176627,646871576.759965
25727.7044555765,0.238056412880591,2672.89690068567,258418.934194251,0,258418.934194251,98.6175044943596,661914776.553491
25720.4325630375,6.63565572984399e-05,2671.84509466867,258346.870105837,0,258346.870105837,98.6194681023995,661540651.229761
25894.2641707939,0,2673.55182513796,260146.178613882,0,260146.178613882,98.7261257899156,670512916.946862
25898.5937480548,0.0862364586696931,2673.6856544557,260190.511306505,0,260190.511306505,98.7278865698674,670737158.126784
25998.5028086001,0.134769896065252,2672.26013084384,261225.275743338,0,261225.275743338,98.7932023938156,675922148.288785
26009.2569390431,0.0940083253738511,2673.05432618417,261334.017661569,0,261334.017661569,98.7947276635951,676481446.521163
26058.1181542723,1.68513548579967e-06,2669.11829553467,261844.624665212,0,261844.624665212,98.838363629163,679025521.742013
26071.8214632648,0,2670.22127389141,261982.881265653,0,261982.881265653,98.8396740448911,679739874.412356
26083.6979660882,0,2664.31606266479,262115.393975982,0,262115.393975982,98.8705957313033,680359299.586111
26097.820223236,0.0206893038767374,2665.47254591784,262257.761538451,0,262257.761538451,98.8717211431142,681096220.404347
26082.5784685831,0,2658.08156647139,262113.76921059,0,262113.76921059,98.8945949883258,680300899.569795
26095.2152974075,0,2659.53407258574,262240.498850154,0,262240.498850154,98.8939438498994,680960261.418049
26060.4684368212,0,2651.08844661363,261897.986128453,0,261897.986128453,98.9116062069425,679148015.146556
26070.0794901314,0,2651.8161762693,261994.870389137,0,261994.870389137,98.9124402043025,679649044.621769
26022.0637702361,0,2642.74211855727,261517.215429978,0,261517.215429978,98.9263104509371,677147802.862236
