Col0,Col1,Col2,Col3,Col4,Col5
0.0192107637224961,0.0175969756560272,0.0147505634542101,0.0112915178870052,0.00786556268023375,0.00495860034551546,0.00280727970671095
0.0261432937032137,0.0239050024454817,0.0199643846645075,0.0151907101977349,0.0104841738012134,0.00651484094208561,0.00360002573300491
0.0333981935327402,0.0306238577732631,0.0257303360995173,0.0197815334735836,0.0138820238812278,0.00885903174014716,0.00511343327688475
0.0410209425542833,0.037838057205125,0.0321890479991836,0.0252465650316814,0.0182454509891945,0.0121358870319274,0.00741313481659658
0.0493321282722445,0.0458261916776553,0.0395493041489415,0.0317205981115116,0.023656157073784,0.016412094761156,0.0105896880717164
0.0588388441837872,0.0550275175714181,0.0481394052176271,0.0394158306757971,0.0302412340346174,0.0217840541537304,0.0147678145077444
0.0703112133997981,0.066147304930697,0.0585466552414939,0.0487669094654341,0.0382696378801572,0.0283706578742627,0.0199732125046662
0.0850219454437084,0.0804106174332324,0.0718942596443773,0.0607268884950005,0.0484378789776072,0.0365197296479451,0.026152964573525
0.105156667692944,0.100014133165521,0.0903824063620758,0.0774501561526081,0.0627332646244774,0.0478254757472059,0.0341659265942818
0.134309786204285,0.12869627673843,0.118027905025172,0.103341593262148,0.0860060622258247,0.0675350730875819,0.0493929564464222
0.177486016138855,0.171771054315107,0.160776381425333,0.145327667906347,0.126557322145646,0.105793864158875,0.0844424639228534
0.238897423641302,0.233800068118006,0.223900100509336,0.209771305980482,0.192235814957978,0.17232034479634,0.151203058440822
0.314753058409109,0.311169199777692,0.30413878915961,0.293939572616083,0.280993124260327,0.265863625291458,0.249246507147465
0.380728900604727,0.379521044430295,0.377074343376826,0.373345084625766,0.368307855639281,0.361990231241213,0.354501322972603
0.385589013719471,0.387631075607786,0.39146987013842,0.396664689822,0.402662532781599,0.408889760349611,0.414830982914032
0.277333880915981,0.284406341892892,0.297640271358501,0.315534248329802,0.336411202466427,0.358723122812018,0.381197098438304
0.0695814172508083,0.0958988222422267,0.132935268131289,0.172681690096728,0.212171124665888,0.250046746353985,0.285550169142445
0.143399697697891,0.151682181444796,0.166551539167994,0.185640147987623,0.206800664114598,0.228403444287481,0.24930201623867
0.23769825829931,0.238232357023138,0.239193093487991,0.240382551937147,0.24154208551883,0.242388027124927,0.24264670117154
0.221708569712148,0.220376657816668,0.217720504145516,0.213756755623343,0.208513435712553,0.202033047559251,0.194375881702697
0.171722632631419,0.170314856213342,0.167526774660021,0.163412685709946,0.158052429709129,0.151549480384148,0.144028435372234
0.133428568857227,0.132441290706375,0.130487878162791,0.127609931304307,0.123868158909122,0.119340424000219,0.114119259687935
0.109150508098509,0.108477617875202,0.107144254035557,0.105174870761937,0.102605217564708,0.0994812646432811,0.0958578401203065
0.092564915523445,0.0920805811718336,0.0911194476588901,0.0896963914768204,0.0878332495821951,0.0855582651702725,0.0829053796274254
0.0802526220962839,0.0798917744854353,0.0791748914038228,0.0781114913724799,0.0767155909940338,0.0750054004262827,0.0730029317925927
0.070632512265664,0.0703581554322307,0.0698126000843939,0.0690021029995469,0.0679359012613279,0.0666260389022173,0.065087142841559
0.0628529323678896,0.0626414601433728,0.0622206238694337,0.0615946053043415,0.0607695913904584,0.0597536735948984,0.0585567172545585
0.0564006607131766,0.0562360304688731,0.0559081937329494,0.0554199777461902,0.0547755731070535,0.0539804745629057,0.0530414038795825
0.0509438245722679,0.0508146902400423,0.0505573914068235,0.0501738557475772,0.0496669450108374,0.0490404198710973,0.0482988940005974
0.0462567198360774,0.046154829753119,0.0459517145699829,0.0456486971092213,0.0452477438532103,0.0447514439374109,0.0441629816271007
0.0421797755832926,0.042099003347697,0.0419379171902028,0.0416974294578894,0.041378898025855,0.0409841136764293,0.0405152835251553
0.0385966036759891,0.038532328238689,0.0384040945443209,0.0382125343770254,0.037958589001137,0.03764350154753,0.03726880699518
0.0354200892801265,0.0353687814636601,0.0352663860746055,0.0351133420444744,0.0349103038951274,0.0346581371306673,0.0343579121633735
0.0325835804774058,0.032542518040763,0.0324605465220534,0.0323379716876251,0.0321752498380042,0.0319729850114531,0.0317319252923808
0.0300351025960932,0.0300021687027214,0.0299364079399196,0.0298380337830277,0.0297073650179308,0.0295448240403283,0.0293509346076726
0.027733442401359,0.0277069800279102,0.0276541301140933,0.0275750419776806,0.0274699387266022,0.0273391162227322,0.0271829417106526
0.0256454289055216,0.0256241338128424,0.0255815960361389,0.025517920180374,0.0254332626233146,0.0253278308832416,0.0252018827814094
0.0237440028793218,0.0237268437811596,0.0236925623385569,0.0236412319293466,0.0235729622968843,0.0234878991637415,0.0233862237195613
0.0220068196213329,0.0219929779096038,0.0219653202908913,0.0219238982954814,0.0218687890211277,0.0218000948967794,0.0217179433691134
0.020415220390031,0.0204040441553241,0.0203817098211704,0.0203482536096396,0.0203037297328871,0.0202482102485163,0.0201817848675591
0.018953463752287,0.0189444324017727,0.0189263824566712,0.0188993393991724,0.0188633413784962,0.0188184391222816,0.0187646958188821
0.0176081433919725,0.0176008402189934,0.0175862428517081,0.0175643692292872,0.0175352462150995,0.0174989095423893,0.017455403742084
0.016367741770981,0.0163618325536631,0.0163500204428561,0.0163323180750742,0.0163087443772587,0.0162793245334567,0.0162440899405208
0.0152222841539561,0.0152175003664621,0.0152079372478154,0.0151936037038635,0.0151745130763034,0.0151506831222337,0.0151221359869573
0.0141630677103581,0.0141591932908076,0.0141514475934835,0.0141398368977449,0.0141243706121505,0.0141050612619051,0.0140819244721569
0.0131824474153683,0.0131793082948314,0.013173032269624,0.0131636237689033,0.0131510894299704,0.0131354380905605,0.0131166807785816
0.0122736653631629,0.0122711211507393,0.0122660342892549,0.0122584079038536,0.0122482466782991,0.0122355568502377,0.0122203462048938
0.0114307135718565,0.0114286509320376,0.0114245267557263,0.0114183432486034,0.0114101037167622,0.0113998125637972,0.0113874752869292
0.0106482228481546,0.0106465502123495,0.0106432057195986,0.0106381909270233,0.0106315081688133,0.0106231605544378,0.0106131519662628
0.00992137208917635,0.00992001542313841,0.00991730264099577,0.00991323484224788,0.00990781367522655,0.00990104133599614,0.00989292056688866
0.009245813729512,0.00924471313925445,0.00924251234710797,0.00923921212958413,0.00923481365088631,0.00922931846223341,0.00922272850095906
0.0086176120303447,0.00861671903584891,0.00861493332117291,0.00861225543480901,0.00860868619914894,0.00860422671006789,0.00859887833637051
0.00803319164930954,0.00803246699143595,0.0080310178694734,0.0080288446709058,0.00802594797674575,0.00802232856127876,0.00801798739172239
0.00748929449127696,0.00748870636535888,0.00748753025043506,0.00748576642027765,0.00748341528541374,0.00748047739296796,0.00747695342645288
0.00698294326871784,0.00698246590025809,0.00698151126008013,0.00698007954163473,0.0069781710350174,0.00697578612687154,0.00697292530025945
0.00651141052969287,0.00651102302481009,0.00651024808340804,0.00650908584219392,0.00650753650617882,0.00650560034861827,0.00650327771093281
0.00607219216644962,0.00607187758330481,0.00607124846532903,0.00607030490913769,0.00606904705962343,0.00606747510991937,0.00606558930135038
0.00566298461616891,0.00566272921435198,0.00566221844486487,0.00566145237599359,0.00566043111014831,0.00565915478384091,0.00565762356765485
0.00528166512093368,0.00528145775432395,0.00528104304523987,0.00528042104194761,0.00527959181683483,0.00527855546639685,0.00527731211121816
0.00492627453646709,0.00492610616187629,0.00492576942975483,0.00492526437422014,0.00492459104644129,0.00492374951463037,0.00492273986403118
0.00459500227609666,0.00459486555542622,0.0045945921261449,0.00459418201237007,0.00459363525027338,0.00459295188807554,0.00459213198603932
0.00428617305343177,0.00428606203141422,0.00428583999590417,0.00428550696395069,0.00428506296112465,0.00428450802151553,0.00428384218772711
0.00399823514872679,0.00399814499179788,0.00399796468396675,0.00399769423728615,0.0039973336698335,0.00399688300570898,0.0039963422750328
0.00372974997317395,0.00372967675781352,0.00372953033135331,0.00372931070231419,0.00372901788347642,0.00372865189187849,0.00372821274881541
0.00347938274500227,0.0034793232861258,0.00347920437138507,0.00347902600680417,0.00347878820141865,0.00347849096727474,0.00347813431942833
0.00324589412325096,0.00324584583504051,0.00324574926074922,0.00324560440463614,0.00324541127308944,0.00324516987462599,0.00324488021989071
0.00302813267100163,0.00302809345402096,0.00302801502156526,0.00302789737664576,0.003027740523779,0.00302754446898666,0.00302730921979506
0.00282502804091726,0.00282499619053063,0.00282493249082192,0.0028248369439201,0.00282470955301855,0.00282455032237478,0.00282435925731028
0.00263558479311446,0.00263555892517716,0.00263550719005523,0.00263542958925393,0.00263532612503111,0.00263519680039704,0.00263504161911427
0.00245887676945254,0.00245885576000756,0.00245881374164976,0.00245875071544343,0.00245866668298499,0.00245856164640284,0.00245843560835736
