0.00013315,0.00031599,3.5241e-05,2.6632e-05,8.2157e-06,1.2376e-05,1.2376e-05,8.215e-06,2.6093e-05,1.1876e-05,3.9923e-05,3.9923e-05,1.1876e-05,2.6093e-05,8.215e-06,1.2376e-05,1.2376e-05,8.215e-06,2.6093e-05,1.1876e-05,3.9923e-05,3.9923e-05,1.1876e-05,2.6093e-05,8.215e-06,1.2376e-05,1.2376e-05,8.215e-06,2.6093e-05,1.1876e-05,3.9923e-05,3.9923e-05,1.1876e-05,2.6093e-05,8.215e-06,1.2376e-05,1.2376e-05,8.215e-06,2.6093e-05,1.1876e-05,3.9923e-05,3.9923e-05,1.1876e-05,2.6093e-05,8.215e-06,1.2376e-05,1.2376e-05,8.215e-06,2.6093e-05,1.1876e-05,3.9923e-05,3.9923e-05,1.1876e-05,2.6093e-05,8.215e-06,1.2376e-05,1.2376e-05,8.215e-06,2.6093e-05,1.1876e-05,3.9923e-05,3.9923e-05,1.1876e-05,2.6093e-05,8.215e-06,1.2376e-05,1.2376e-05,8.215e-06,2.6093e-05,1.1876e-05,3.9923e-05,3.9923e-05,1.1876e-05,2.6093e-05,8.215e-06,1.2376e-05,1.2376e-05,8.215e-06,2.6093e-05,1.1876e-05,3.9923e-05,3.9923e-05,1.1876e-05,2.6093e-05,8.215e-06,1.2376e-05,1.2376e-05,8.215e-06,2.6093e-05,1.1876e-05,3.9923e-05,3.9923e-05,1.1876e-05,2.6093e-05,8.215e-06,1.2376e-05,1.2376e-05,8.2157e-06,2.6632e-05,3.5241e-05,0.00031599
0.00094072,0.0010669,0.0012854,0.00069402,0.00038726,0.00017327,0.00019593,0.00049255,0.00076185,0.0016105,0.0016304,0.0016304,0.0016105,0.00076185,0.00049228,0.00019528,0.00019528,0.00049228,0.00076185,0.0016105,0.0016304,0.0016304,0.0016105,0.00076185,0.00049228,0.00019528,0.00019528,0.00049228,0.00076185,0.0016105,0.0016304,0.0016304,0.0016105,0.00076185,0.00049228,0.00019528,0.00019528,0.00049228,0.00076185,0.0016105,0.0016304,0.0016304,0.0016105,0.00076185,0.00049228,0.00019528,0.00019528,0.00049228,0.00076185,0.0016105,0.0016304,0.0016304,0.0016105,0.00076185,0.00049228,0.00019528,0.00019528,0.00049228,0.00076185,0.0016105,0.0016304,0.0016304,0.0016105,0.00076185,0.00049228,0.00019528,0.00019528,0.00049228,0.00076185,0.0016105,0.0016304,0.0016304,0.0016105,0.00076185,0.00049228,0.00019528,0.00019528,0.00049228,0.00076185,0.0016105,0.0016304,0.0016304,0.0016105,0.00076185,0.00049228,0.00019528,0.00019528,0.00049228,0.00076185,0.0016105,0.0016304,0.0016304,0.0016105,0.00076185,0.00049255,0.00019593,0.00017327,0.00038726,0.00069402,0.0012854,0.0010669
0.0014674,0.0013738,0.0014103,0.0010521,0.0005723,0.00045275,0.00058735,0.0010424,0.0024318,0.0041171,0.0041911,0.004187,0.0041294,0.0024795,0.0011563,0.00075841,0.00075381,0.0011534,0.0024847,0.0041293,0.0041918,0.0041868,0.0041294,0.0024795,0.0011563,0.00075841,0.00075381,0.0011534,0.0024847,0.0041293,0.0041918,0.0041868,0.0041294,0.0024795,0.0011563,0.00075841,0.00075381,0.0011534,0.0024847,0.0041293,0.0041918,0.0041868,0.0041294,0.0024795,0.0011563,0.00075841,0.00075381,0.0011534,0.0024847,0.0041293,0.0041918,0.0041868,0.0041294,0.0024795,0.0011563,0.00075841,0.00075381,0.0011534,0.0024847,0.0041293,0.0041918,0.0041868,0.0041294,0.0024795,0.0011563,0.00075841,0.00075381,0.0011534,0.0024847,0.0041293,0.0041918,0.0041868,0.0041294,0.0024795,0.0011563,0.00075841,0.00075381,0.0011534,0.0024847,0.0041293,0.0041918,0.0041868,0.0041294,0.0024795,0.0011563,0.00075841,0.00075381,0.0011534,0.0024847,0.0041293,0.004192,0.004186,0.0041172,0.0024266,0.001045,0.00058968,0.00045603,0.00057135,0.0010555,0.0014094,0.0013754
0.0017391,0.0014019,0.0012394,0.0010123,0.00064778,0.00046037,0.00087691,0.0022642,0.0042427,0.0054364,0.0051644,0.0050968,0.005294,0.004221,0.0025261,0.0014521,0.0014522,0.002526,0.004218,0.0052756,0.0050328,0.0050328,0.0052756,0.004218,0.002526,0.0014522,0.0014522,0.002526,0.004218,0.0052756,0.0050328,0.0050328,0.0052756,0.004218,0.002526,0.0014522,0.0014522,0.002526,0.004218,0.0052756,0.0050328,0.0050328,0.0052756,0.004218,0.002526,0.0014522,0.0014522,0.002526,0.004218,0.0052756,0.0050328,0.0050328,0.0052756,0.004218,0.002526,0.0014522,0.0014522,0.002526,0.004218,0.0052756,0.0050328,0.0050328,0.0052756,0.004218,0.002526,0.0014522,0.0014522,0.002526,0.004218,0.0052756,0.0050328,0.0050328,0.0052756,0.004218,0.002526,0.0014522,0.0014522,0.002526,0.004218,0.0052756,0.0050328,0.0050328,0.0052756,0.004218,0.002526,0.0014522,0.0014521,0.0025261,0.004221,0.005294,0.0050968,0.0051644,0.0054364,0.0042427,0.0022642,0.00087691,0.00046037,0.00064778,0.0010123,0.0012394,0.0014019
0.0019916,0.0014564,0.00098521,0.00063767,0.00044039,0.00061224,0.0017223,0.0036784,0.0053783,0.0058709,0.0055279,0.0051079,0.004705,0.0037643,0.0019935,0.00049389,0.00049369,0.0019878,0.0037238,0.0045451,0.0046724,0.0046724,0.0045449,0.0037232,0.0019862,0.00049116,0.00049116,0.0019862,0.0037232,0.0045449,0.0046724,0.0046724,0.0045449,0.0037232,0.0019862,0.00049116,0.00049116,0.0019862,0.0037232,0.0045449,0.0046724,0.0046724,0.0045449,0.0037232,0.0019862,0.00049116,0.00049116,0.0019862,0.0037232,0.0045449,0.0046724,0.0046724,0.0045449,0.0037232,0.0019862,0.00049116,0.00049116,0.0019862,0.0037232,0.0045449,0.0046724,0.0046724,0.0045449,0.0037232,0.0019862,0.00049116,0.00049116,0.0019862,0.0037232,0.0045449,0.0046724,0.0046724,0.0045449,0.0037232,0.0019862,0.00049116,0.00049116,0.0019862,0.0037232,0.0045449,0.0046724,0.0046724,0.0045451,0.0037238,0.0019878,0.00049369,0.00049389,0.0019935,0.0037643,0.004705,0.0051079,0.0055279,0.0058709,0.0053783,0.0036784,0.0017223,0.00061224,0.00044039,0.00063767,0.00098521,0.0014564
0.0034408,0.0032029,0.0032283,0.003729,0.0047927,0.0063677,0.0081646,0.0096037,0.010063,0.0094525,0.0084816,0.0079876,0.0080681,0.0083073,0.0082935,0.0080842,0.0080387,0.0081855,0.0081123,0.0076193,0.007133,0.0071533,0.0076255,0.0080832,0.0081667,0.008002,0.0079868,0.0081581,0.0081015,0.0076168,0.0071333,0.007154,0.0076259,0.0080833,0.0081668,0.008002,0.0079868,0.0081581,0.0081015,0.0076168,0.0071333,0.007154,0.0076259,0.0080833,0.0081668,0.008002,0.0079868,0.0081581,0.0081015,0.0076168,0.0071333,0.007154,0.0076259,0.0080833,0.0081668,0.008002,0.0079868,0.0081581,0.0081015,0.0076168,0.0071333,0.007154,0.0076259,0.0080833,0.0081668,0.008002,0.0079868,0.0081581,0.0081015,0.0076168,0.0071333,0.007154,0.0076259,0.0080833,0.0081668,0.008002,0.0079868,0.0081581,0.0081013,0.0076164,0.0071327,0.0071537,0.0076284,0.0080941,0.0081941,0.0080539,0.0080689,0.0082848,0.0083253,0.0080595,0.0079742,0.0085322,0.0094626,0.010049,0.0096086,0.0081703,0.0063648,0.0047925,0.0037264,0.0032322,0.0032369
0.0066749,0.0071372,0.0082591,0.010596,0.013458,0.016743,0.019248,0.020214,0.020001,0.018663,0.017328,0.017351,0.018848,0.02143,0.023908,0.025346,0.025411,0.024046,0.021652,0.019086,0.017445,0.017468,0.019149,0.02176,0.024206,0.025614,0.025615,0.024211,0.021771,0.019171,0.017507,0.017507,0.019171,0.021771,0.024211,0.025616,0.025616,0.024211,0.021771,0.019171,0.017507,0.017507,0.019171,0.021771,0.024211,0.025616,0.025616,0.024211,0.021771,0.019171,0.017507,0.017507,0.019171,0.021771,0.024211,0.025616,0.025616,0.024211,0.021771,0.019171,0.017507,0.017507,0.019171,0.021771,0.024211,0.025616,0.025616,0.024211,0.021771,0.019171,0.017507,0.017507,0.019171,0.021771,0.024211,0.025615,0.025614,0.024206,0.02176,0.019149,0.017468,0.017445,0.019086,0.021652,0.024046,0.025411,0.025346,0.023908,0.02143,0.018848,0.017351,0.017328,0.018663,0.020001,0.020214,0.019248,0.016743,0.013458,0.010596,0.0082591,0.0071372
0.011059,0.012998,0.0161,0.02017,0.025128,0.029868,0.033321,0.034705,0.034258,0.033398,0.032802,0.034139,0.037809,0.042838,0.047569,0.05082,0.05137,0.049174,0.04555,0.041614,0.038889,0.039099,0.042257,0.046681,0.050847,0.053539,0.053562,0.050923,0.046833,0.042521,0.039506,0.039507,0.042522,0.046837,0.050933,0.053584,0.053584,0.050933,0.046837,0.042522,0.039507,0.039507,0.042522,0.046837,0.050933,0.053584,0.053584,0.050933,0.046837,0.042522,0.039507,0.039507,0.042522,0.046837,0.050933,0.053584,0.053584,0.050933,0.046837,0.042522,0.039507,0.039507,0.042522,0.046837,0.050933,0.053584,0.053584,0.050933,0.046837,0.042522,0.039507,0.039506,0.042521,0.046833,0.050923,0.053562,0.053539,0.050847,0.046681,0.042257,0.039099,0.038889,0.041614,0.04555,0.049174,0.05137,0.05082,0.047569,0.042838,0.037809,0.034139,0.032802,0.033398,0.034258,0.034705,0.033321,0.029868,0.025128,0.02017,0.0161,0.012998
0.016563,0.020255,0.025244,0.031358,0.038041,0.043795,0.047759,0.050119,0.050123,0.050046,0.051653,0.054973,0.060692,0.068247,0.075352,0.080128,0.081537,0.079475,0.075178,0.070639,0.068329,0.069136,0.072863,0.078772,0.084739,0.088307,0.088387,0.085093,0.079514,0.073963,0.070765,0.070808,0.073992,0.079493,0.085166,0.088546,0.088505,0.085146,0.079533,0.073967,0.070762,0.070805,0.073989,0.079491,0.085165,0.088546,0.088505,0.085146,0.079533,0.073967,0.070762,0.070805,0.073989,0.079491,0.085165,0.088546,0.088505,0.085146,0.079533,0.073967,0.070762,0.070805,0.073989,0.079491,0.085165,0.088546,0.088505,0.085147,0.079535,0.073969,0.070766,0.070807,0.073985,0.079472,0.085112,0.088428,0.088267,0.08472,0.078813,0.072841,0.069094,0.06837,0.07066,0.075138,0.079492,0.081571,0.08028,0.075368,0.06824,0.060689,0.054958,0.051676,0.050062,0.050083,0.050146,0.047897,0.043891,0.038049,0.031357,0.02524,0.020244
0.022716,0.027929,0.034622,0.041931,0.049157,0.055591,0.059956,0.062233,0.063536,0.06523,0.068203,0.073931,0.081909,0.09045,0.098534,0.10501,0.10725,0.10501,0.10137,0.098012,0.096015,0.097376,0.10215,0.10815,0.11429,0.119,0.11927,0.11515,0.10972,0.10461,0.10092,0.10091,0.10458,0.1097,0.11519,0.11947,0.11946,0.11517,0.10967,0.10454,0.10085,0.10085,0.10454,0.10967,0.11517,0.11946,0.11946,0.11517,0.10967,0.10454,0.10085,0.10085,0.10454,0.10967,0.11517,0.11946,0.11946,0.11517,0.10967,0.10454,0.10085,0.10085,0.10454,0.10967,0.11517,0.11946,0.11947,0.11519,0.1097,0.10458,0.10091,0.10092,0.10461,0.10972,0.11515,0.11927,0.119,0.11429,0.10815,0.10215,0.097376,0.096015,0.098012,0.10137,0.10501,0.10725,0.10501,0.098534,0.09045,0.081909,0.073931,0.068203,0.06523,0.063536,0.062233,0.059956,0.055591,0.049157,0.041931,0.034622,0.027929
