0.4716,-0.15323,-0.4716,0.15323,0.4716,-0.15323,-0.4716
0.15723+0.20504i,0.015427-0.10874i,-0.15723-0.20504i,-0.015427+0.10874i,0.15723+0.20504i,0.015427-0.10874i,-0.15723-0.20504i
0.097687-0.16685i,0.020456+0.078901i,-0.097687+0.16685i,-0.020456-0.078901i,0.097687-0.16685i,0.020456+0.078901i,-0.097687+0.16685i
0.46638-0.071391i,-0.15727-0.023286i,-0.46638+0.071391i,0.15727+0.023286i,0.46638-0.071391i,-0.15727-0.023286i,-0.46638+0.071391i
0.23102+0.22848i,0.013392-0.14683i,-0.23102-0.22848i,-0.013392+0.14683i,0.23102+0.22848i,0.013392-0.14683i,-0.23102-0.22848i
0.05385-0.11458i,0.031582+0.053442i,-0.05385+0.11458i,-0.031582-0.053442i,0.05385-0.11458i,0.031582+0.053442i,-0.05385+0.11458i
0.45086-0.14134i,-0.16927-0.045014i,-0.45086+0.14134i,0.16927+0.045014i,0.45086-0.14134i,-0.16927-0.045014i,-0.45086+0.14134i
0.31879+0.23607i,0.011025-0.19708i,-0.31879-0.23607i,-0.011025+0.19708i,0.31879+0.23607i,0.011025-0.19708i,-0.31879-0.23607i
0.02832-0.048306i,0.052044+0.027878i,-0.02832+0.048306i,-0.052044-0.027878i,0.02832-0.048306i,0.052044+0.027878i,-0.02832+0.048306i
0.42546-0.20847i,-0.18891-0.063621i,-0.42546+0.20847i,0.18891+0.063621i,0.42546-0.20847i,-0.18891-0.063621i,-0.42546+0.20847i
0.42181+0.22599i,0.0043348-0.26407i,-0.42181-0.22599i,-0.0043348+0.26407i,0.42181+0.22599i,0.0043348-0.26407i,-0.42181-0.22599i
0.025321+0.032763i,0.085642-0.0037211i,-0.025321-0.032763i,-0.085642+0.0037211i,0.025321+0.032763i,0.085642-0.0037211i,-0.025321-0.032763i
0.39065-0.27138i,-0.21544-0.077407i,-0.39065+0.27138i,0.21544+0.077407i,0.39065-0.27138i,-0.21544-0.077407i,-0.39065+0.27138i
0.54323+0.19508i,-0.012113-0.35358i,-0.54323-0.19508i,0.012113+0.35358i,0.54323+0.19508i,-0.012113-0.35358i,-0.54323-0.19508i
0.051745+0.13062i,0.13705-0.050001i,-0.051745-0.13062i,-0.13705+0.050001i,0.051745+0.13062i,0.13705-0.050001i,-0.051745-0.13062i
0.3462-0.32748i,-0.24649-0.083869i,-0.3462+0.32748i,0.24649+0.083869i,0.3462-0.32748i,-0.24649-0.083869i,-0.3462+0.32748i
0.68537+0.13748i,-0.046554-0.4699i,-0.68537-0.13748i,0.046554+0.4699i,0.68537+0.13748i,-0.046554-0.4699i,-0.68537-0.13748i
0.11739+0.24556i,0.20887-0.12265i,-0.11739-0.24556i,-0.20887+0.12265i,0.11739+0.24556i,0.20887-0.12265i,-0.11739-0.24556i
0.28732-0.36448i,-0.26956-0.07598i,-0.28732+0.36448i,0.26956+0.07598i,0.28732-0.36448i,-0.26956-0.07598i,-0.28732+0.36448i
0.80754+0.046769i,-0.10783-0.57369i,-0.80754-0.046769i,0.10783+0.57369i,0.80754+0.046769i,-0.10783-0.57369i,-0.80754-0.046769i
0.19869+0.3234i,0.24887-0.20016i,-0.19869-0.3234i,-0.24887+0.20016i,0.19869+0.3234i,0.24887-0.20016i,-0.19869-0.3234i
0.16867-0.2575i,-0.15909-0.0062882i,-0.16867+0.2575i,0.15909+0.0062882i,0.16867-0.2575i,-0.15909-0.0062882i,-0.16867+0.2575i
-0.14105+0.10498i,-0.016349+0.38507i,0.14105-0.10498i,0.016349-0.38507i,-0.14105+0.10498i,-0.016349+0.38507i,0.14105-0.10498i
-1.9255-2.0988i,-2.2045+1.9364i,1.9255+2.0988i,2.2045-1.9364i,-1.9255-2.0988i,-2.2045+1.9364i,1.9255+2.0988i
-9.0809+32.36i,32.453+9.1983i,9.0809-32.36i,-32.453-9.1983i,-9.0809+32.36i,32.453+9.1983i,9.0809-32.36i
78.937-23.443i,-23.53-78.692i,-78.937+23.443i,23.53+78.692i,78.937-23.443i,-23.53-78.692i,-78.937+23.443i
-66.797-58.142i,-58.271+66.827i,66.797+58.142i,58.271-66.827i,-66.797-58.142i,-58.271+66.827i,66.797+58.142i
-6.5703+43.058i,43.137+6.6482i,6.5703-43.058i,-43.137-6.6482i,-6.5703+43.058i,43.137+6.6482i,6.5703-43.058i
5.7475-2.4354i,-2.4879-5.5081i,-5.7475+2.4354i,2.4879+5.5081i,5.7475-2.4354i,-2.4879-5.5081i,-5.7475+2.4354i
0.43546+0.34844i,0.20434-0.3831i,-0.43546-0.34844i,-0.20434+0.3831i,0.43546+0.34844i,0.20434-0.3831i,-0.43546-0.34844i
0.023403-0.05716i,0.0012965+0.021757i,-0.023403+0.05716i,-0.0012965-0.021757i,0.023403-0.05716i,0.0012965+0.021757i,-0.023403+0.05716i
-0.35078+0.28534i,0.26423+0.57641i,0.35078-0.28534i,-0.26423-0.57641i,-0.35078+0.28534i,0.26423+0.57641i,0.35078-0.28534i
-0.52654-0.21243i,-0.36331+0.60342i,0.52654+0.21243i,0.36331-0.60342i,-0.52654-0.21243i,-0.36331+0.60342i,0.52654+0.21243i
0.00047858-0.11885i,-0.085056+0.019551i,-0.00047858+0.11885i,0.085056-0.019551i,0.00047858-0.11885i,-0.085056+0.019551i,-0.00047858+0.11885i
-0.27498+0.28882i,0.29488+0.48059i,0.27498-0.28882i,-0.29488-0.48059i,-0.27498+0.28882i,0.29488+0.48059i,0.27498-0.28882i
-0.48576-0.12i,-0.26975+0.58689i,0.48576+0.12i,0.26975-0.58689i,-0.48576-0.12i,-0.26975+0.58689i,0.48576+0.12i
-0.032306-0.15707i,-0.15051+0.035179i,0.032306+0.15707i,0.15051-0.035179i,-0.032306-0.15707i,-0.15051+0.035179i,0.032306+0.15707i
-0.14976+0.22393i,0.25165+0.33051i,0.14976-0.22393i,-0.25165-0.33051i,-0.14976+0.22393i,0.25165+0.33051i,0.14976-0.22393i
-0.4045-0.036333i,-0.17783+0.52777i,0.4045+0.036333i,0.17783-0.52777i,-0.4045-0.036333i,-0.17783+0.52777i,0.4045+0.036333i
-0.065532-0.16634i,-0.18767+0.059177i,0.065532+0.16634i,0.18767-0.059177i,-0.065532-0.16634i,-0.18767+0.059177i,0.065532+0.16634i
-0.066778+0.15999i,0.20303+0.2194i,0.066778-0.15999i,-0.20303-0.2194i,-0.066778+0.15999i,0.20303+0.2194i,0.066778-0.15999i
-0.3286+0.022298i,-0.10495+0.47039i,0.3286-0.022298i,0.10495-0.47039i,-0.3286+0.022298i,-0.10495+0.47039i,0.3286-0.022298i
-0.09485-0.15855i,-0.20667+0.086745i,0.09485+0.15855i,0.20667-0.086745i,-0.09485-0.15855i,-0.20667+0.086745i,0.09485+0.15855i
-0.016909+0.10349i,0.15512+0.13983i,0.016909-0.10349i,-0.15512-0.13983i,-0.016909+0.10349i,0.15512+0.13983i,0.016909-0.10349i
-0.261+0.06085i,-0.047546+0.41652i,0.261-0.06085i,0.047546-0.41652i,-0.261+0.06085i,-0.047546+0.41652i,0.261-0.06085i
-0.11831-0.14043i,-0.21267+0.11512i,0.11831+0.14043i,0.21267-0.11512i,-0.11831-0.14043i,-0.21267+0.11512i,0.11831+0.14043i
0.0098526+0.055203i,0.10867+0.083457i,-0.0098526-0.055203i,-0.10867-0.083457i,0.0098526+0.055203i,0.10867+0.083457i,-0.0098526-0.055203i
-0.20116+0.083797i,-0.0026744+0.36486i,0.20116-0.083797i,0.0026744-0.36486i,-0.20116+0.083797i,-0.0026744+0.36486i,0.20116-0.083797i
-0.13504-0.11618i,-0.20855+0.14231i,0.13504+0.11618i,0.20855-0.14231i,-0.13504-0.11618i,-0.20855+0.14231i,0.13504+0.11618i
0.020435+0.015182i,0.064157+0.044928i,-0.020435-0.015182i,-0.064157-0.044928i,0.020435+0.015182i,0.064157+0.044928i,-0.020435-0.015182i
-0.14866+0.094423i,0.031338+0.31462i,0.14866-0.094423i,-0.031338-0.31462i,-0.14866+0.094423i,0.031338+0.31462i,0.14866-0.094423i
-0.14476-0.088761i,-0.19634+0.16671i,0.14476+0.088761i,0.19634-0.16671i,-0.14476-0.088761i,-0.19634+0.16671i,0.14476+0.088761i
0.019723-0.016619i,0.022279+0.020734i,-0.019723+0.016619i,-0.022279-0.020734i,0.019723-0.016619i,0.022279+0.020734i,-0.019723+0.016619i
-0.10341+0.095305i,0.055488+0.26575i,0.10341-0.095305i,-0.055488-0.26575i,-0.10341+0.095305i,0.055488+0.26575i,0.10341-0.095305i
-0.14768-0.060491i,-0.17772+0.18705i,0.14768+0.060491i,0.17772-0.18705i,-0.14768-0.060491i,-0.17772+0.18705i,0.14768+0.060491i
0.011384-0.040369i,-0.016103+0.008332i,-0.011384+0.040369i,0.016103-0.008332i,0.011384-0.040369i,-0.016103+0.008332i,-0.011384+0.040369i
-0.065477+0.088641i,0.070506+0.2187i,0.065477-0.088641i,-0.070506-0.2187i,-0.065477+0.088641i,0.070506+0.2187i,0.065477-0.088641i
-0.14434-0.0332i,-0.1543+0.20234i,0.14434+0.0332i,0.1543-0.20234i,-0.14434-0.0332i,-0.1543+0.20234i,0.14434+0.0332i
-0.0016872-0.056407i,-0.050091+0.0056432i,0.0016872+0.056407i,0.050091-0.0056432i,-0.0016872-0.056407i,-0.050091+0.0056432i,0.0016872+0.056407i
-0.034878+0.076408i,0.077092+0.17423i,0.034878-0.076408i,-0.077092-0.17423i,-0.034878+0.076408i,0.077092+0.17423i,0.034878-0.076408i
-0.13554-0.0083408i,-0.12765+0.21192i,0.13554+0.0083408i,0.12765-0.21192i,-0.13554-0.0083408i,-0.12765+0.21192i,0.13554+0.0083408i
-0.017141-0.06527i,-0.078862+0.010794i,0.017141+0.06527i,0.078862-0.010794i,-0.017141-0.06527i,-0.078862+0.010794i,0.017141+0.06527i
-0.011525+0.060427i,0.076045+0.13323i,0.011525-0.060427i,-0.076045-0.13323i,-0.011525+0.060427i,0.076045+0.13323i,0.011525-0.060427i
-0.12231+0.012988i,-0.09935+0.21543i,0.12231-0.012988i,0.09935-0.21543i,-0.12231+0.012988i,-0.09935+0.21543i,0.12231-0.012988i
-0.033062-0.067695i,-0.10175+0.021995i,0.033062+0.067695i,0.10175-0.021995i,-0.033062-0.067695i,-0.10175+0.021995i,0.033062+0.067695i
0.0048559+0.042369i,0.068314+0.096604i,-0.0048559-0.042369i,-0.068314-0.096604i,0.0048559+0.042369i,0.068314+0.096604i,-0.0048559-0.042369i
-0.10578+0.030026i,-0.070915+0.21285i,0.10578-0.030026i,0.070915-0.21285i,-0.10578+0.030026i,-0.070915+0.21285i,0.10578-0.030026i
-0.047918-0.064596i,-0.11833+0.037504i,0.047918+0.064596i,0.11833-0.037504i,-0.047918-0.064596i,-0.11833+0.037504i,0.047918+0.064596i
0.014738+0.023741i,0.055008+0.065148i,-0.014738-0.023741i,-0.055008-0.065148i,0.014738+0.023741i,0.055008+0.065148i,-0.014738-0.023741i
-0.087185+0.04234i,-0.043772+0.20449i,0.087185-0.04234i,0.043772-0.20449i,-0.087185+0.04234i,-0.043772+0.20449i,0.087185-0.04234i
-0.060536-0.057026i,-0.12842+0.055622i,0.060536+0.057026i,0.12842-0.055622i,-0.060536-0.057026i,-0.12842+0.055622i,0.060536+0.057026i
