Col0,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8
2.1839e-08,8.6415e-13,2.843e-10,3.7743e-10,3.0258e-09,1.187e-08,3.1346e-08,1.2407e-07,2.2593e-07
2.3624e-08,5.2542e-13,2.2762e-10,2.1974e-10,1.8531e-09,6.5652e-09,1.4485e-08,6.4582e-08,9.5656e-08
2.4711e-08,2.5877e-13,1.7095e-10,9.9723e-11,9.2479e-10,2.6856e-09,3.8139e-09,2.3109e-08,1.9145e-08
2.5032e-08,8.0947e-14,1.1786e-10,2.491e-11,2.9904e-10,4.7537e-10,4.785e-12,2.2568e-09,1.2065e-09
2.4567e-08,3.1179e-15,7.1686e-11,6.8542e-15,1.523e-11,7.329e-11,3.2966e-09,3.3356e-09,4.2968e-08
2.3345e-08,3.0177e-14,3.5327e-11,2.6577e-11,9.1189e-11,1.5047e-09,1.3483e-08,2.6278e-08,1.4181e-07
2.1442e-08,1.6042e-13,1.1067e-11,1.0295e-10,5.2214e-10,4.6795e-09,2.9923e-08,6.9641e-08,2.9151e-07
1.8979e-08,3.8568e-13,4.3216e-13,2.2433e-10,1.281e-09,9.3984e-09,5.1584e-08,1.307e-07,4.8267e-07
1.611e-08,6.9178e-13,4.0898e-12,3.8309e-10,2.3201e-09,1.5365e-08,7.7105e-08,2.0562e-07,7.0328e-07
1.3015e-08,1.0595e-12,2.181e-11,5.6925e-10,3.5742e-09,2.2204e-08,1.0488e-07,2.897e-07,9.3947e-07
9.8883e-09,1.4657e-12,5.248e-11,7.7112e-10,4.9644e-09,2.9486e-08,1.3317e-07,3.7764e-07,1.1764e-06
6.9273e-09,1.8849e-12,9.4172e-11,9.7601e-10,6.4034e-09,3.6753e-08,1.6019e-07,4.6393e-07,1.3992e-06
4.3176e-09,2.2908e-12,1.4427e-10,1.1711e-09,7.8007e-09,4.3549e-08,1.8425e-07,5.4314e-07,1.5939e-06
2.2231e-09,2.6578e-12,1.9962e-10,1.344e-09,9.0687e-09,4.9447e-08,2.0383e-07,6.103e-07,1.7482e-06
7.755e-10,2.9629e-12,2.5674e-10,1.4839e-09,1.0128e-08,5.4075e-08,2.1771e-07,6.6118e-07,1.8524e-06
6.5719e-11,3.1869e-12,3.1206e-10,1.5821e-09,1.0911e-08,5.7144e-08,2.2501e-07,6.9259e-07,1.9e-06
1.3835e-10,3.3158e-12,3.6208e-10,1.6324e-09,1.1369e-08,5.8461e-08,2.2527e-07,7.0256e-07,1.888e-06
9.8884e-10,3.3413e-12,4.0368e-10,1.6315e-09,1.1474e-08,5.7942e-08,2.1847e-07,6.9045e-07,1.8171e-06
2.5637e-09,3.2621e-12,4.3423e-10,1.5797e-09,1.1218e-08,5.5621e-08,2.0506e-07,6.5703e-07,1.6918e-06
4.7641e-09,3.0829e-12,4.5182e-10,1.48e-09,1.0619e-08,5.1643e-08,1.8585e-07,6.0441e-07,1.5201e-06
7.4516e-09,2.8151e-12,4.5533e-10,1.3388e-09,9.7127e-09,4.6258e-08,1.6208e-07,5.3587e-07,1.3125e-06
1.0458e-08,2.4755e-12,4.4456e-10,1.165e-09,8.557e-09,3.9804e-08,1.3521e-07,4.5574e-07,1.0823e-06
1.3593e-08,2.0855e-12,4.2017e-10,9.6943e-10,7.2244e-09,3.2687e-08,1.0696e-07,3.6905e-07,8.4387e-07
1.6661e-08,1.6695e-12,3.837e-10,7.6443e-10,5.7985e-09,2.5355e-08,7.9083e-08,2.8124e-07,6.1217e-07
1.9468e-08,1.2537e-12,3.3744e-10,5.6288e-10,4.3691e-09,1.8268e-08,5.334e-08,1.9784e-07,4.0179e-07
2.1839e-08,8.6415e-13,2.843e-10,3.7743e-10,3.0258e-09,1.187e-08,3.1346e-08,1.2407e-07,2.2593e-07
2.3624e-08,5.2542e-13,2.2762e-10,2.1974e-10,1.8531e-09,6.5652e-09,1.4485e-08,6.4582e-08,9.5656e-08
2.4711e-08,2.5877e-13,1.7095e-10,9.9723e-11,9.2479e-10,2.6856e-09,3.8139e-09,2.3109e-08,1.9145e-08
2.5032e-08,8.0947e-14,1.1786e-10,2.491e-11,2.9904e-10,4.7537e-10,4.785e-12,2.2568e-09,1.2065e-09
2.4567e-08,3.1179e-15,7.1686e-11,6.8542e-15,1.523e-11,7.329e-11,3.2966e-09,3.3356e-09,4.2968e-08
2.3345e-08,3.0177e-14,3.5327e-11,2.6577e-11,9.1189e-11,1.5047e-09,1.3483e-08,2.6278e-08,1.4181e-07
2.1442e-08,1.6042e-13,1.1067e-11,1.0295e-10,5.2214e-10,4.6795e-09,2.9923e-08,6.9641e-08,2.9151e-07
1.8979e-08,3.8568e-13,4.3216e-13,2.2433e-10,1.281e-09,9.3984e-09,5.1584e-08,1.307e-07,4.8267e-07
1.611e-08,6.9178e-13,4.0898e-12,3.8309e-10,2.3201e-09,1.5365e-08,7.7105e-08,2.0562e-07,7.0328e-07
1.3015e-08,1.0595e-12,2.181e-11,5.6925e-10,3.5742e-09,2.2204e-08,1.0488e-07,2.897e-07,9.3947e-07
9.8883e-09,1.4657e-12,5.248e-11,7.7112e-10,4.9644e-09,2.9486e-08,1.3317e-07,3.7764e-07,1.1764e-06
6.9273e-09,1.8849e-12,9.4172e-11,9.7601e-10,6.4034e-09,3.6753e-08,1.6019e-07,4.6393e-07,1.3992e-06
4.3176e-09,2.2908e-12,1.4427e-10,1.1711e-09,7.8007e-09,4.3549e-08,1.8425e-07,5.4314e-07,1.5939e-06
2.2231e-09,2.6578e-12,1.9962e-10,1.344e-09,9.0687e-09,4.9447e-08,2.0383e-07,6.103e-07,1.7482e-06
7.755e-10,2.9629e-12,2.5674e-10,1.4839e-09,1.0128e-08,5.4075e-08,2.1771e-07,6.6118e-07,1.8524e-06
6.5719e-11,3.1869e-12,3.1206e-10,1.5821e-09,1.0911e-08,5.7144e-08,2.2501e-07,6.9259e-07,1.9e-06
1.3835e-10,3.3158e-12,3.6208e-10,1.6324e-09,1.1369e-08,5.8461e-08,2.2527e-07,7.0256e-07,1.888e-06
9.8884e-10,3.3413e-12,4.0368e-10,1.6315e-09,1.1474e-08,5.7942e-08,2.1847e-07,6.9045e-07,1.8171e-06
2.5637e-09,3.2621e-12,4.3423e-10,1.5797e-09,1.1218e-08,5.5621e-08,2.0506e-07,6.5703e-07,1.6918e-06
4.7641e-09,3.0829e-12,4.5182e-10,1.48e-09,1.0619e-08,5.1643e-08,1.8585e-07,6.0441e-07,1.5201e-06
7.4516e-09,2.8151e-12,4.5533e-10,1.3388e-09,9.7127e-09,4.6258e-08,1.6208e-07,5.3587e-07,1.3125e-06
1.0458e-08,2.4755e-12,4.4456e-10,1.165e-09,8.557e-09,3.9804e-08,1.3521e-07,4.5574e-07,1.0823e-06
1.3593e-08,2.0855e-12,4.2017e-10,9.6943e-10,7.2244e-09,3.2687e-08,1.0696e-07,3.6905e-07,8.4387e-07
1.6661e-08,1.6695e-12,3.837e-10,7.6443e-10,5.7985e-09,2.5355e-08,7.9083e-08,2.8124e-07,6.1217e-07
1.9468e-08,1.2537e-12,3.3744e-10,5.6288e-10,4.3691e-09,1.8268e-08,5.334e-08,1.9784e-07,4.0179e-07
2.1839e-08,8.6415e-13,2.843e-10,3.7743e-10,3.0258e-09,1.187e-08,3.1346e-08,1.2407e-07,2.2593e-07
2.3624e-08,5.2542e-13,2.2762e-10,2.1974e-10,1.8531e-09,6.5652e-09,1.4485e-08,6.4582e-08,9.5656e-08
2.4711e-08,2.5877e-13,1.7095e-10,9.9723e-11,9.2479e-10,2.6856e-09,3.8139e-09,2.3109e-08,1.9145e-08
2.5032e-08,8.0947e-14,1.1786e-10,2.491e-11,2.9904e-10,4.7537e-10,4.785e-12,2.2568e-09,1.2065e-09
2.4567e-08,3.1179e-15,7.1686e-11,6.8542e-15,1.523e-11,7.329e-11,3.2966e-09,3.3356e-09,4.2968e-08
2.3345e-08,3.0177e-14,3.5327e-11,2.6577e-11,9.1189e-11,1.5047e-09,1.3483e-08,2.6278e-08,1.4181e-07
2.1442e-08,1.6042e-13,1.1067e-11,1.0295e-10,5.2214e-10,4.6795e-09,2.9923e-08,6.9641e-08,2.9151e-07
1.8979e-08,3.8568e-13,4.3216e-13,2.2433e-10,1.281e-09,9.3984e-09,5.1584e-08,1.307e-07,4.8267e-07
1.611e-08,6.9178e-13,4.0898e-12,3.8309e-10,2.3201e-09,1.5365e-08,7.7105e-08,2.0562e-07,7.0328e-07
1.3015e-08,1.0595e-12,2.181e-11,5.6925e-10,3.5742e-09,2.2204e-08,1.0488e-07,2.897e-07,9.3947e-07
9.8883e-09,1.4657e-12,5.248e-11,7.7112e-10,4.9644e-09,2.9486e-08,1.3317e-07,3.7764e-07,1.1764e-06
6.9273e-09,1.8849e-12,9.4172e-11,9.7601e-10,6.4034e-09,3.6753e-08,1.6019e-07,4.6393e-07,1.3992e-06
4.3176e-09,2.2908e-12,1.4427e-10,1.1711e-09,7.8007e-09,4.3549e-08,1.8425e-07,5.4314e-07,1.5939e-06
2.2231e-09,2.6578e-12,1.9962e-10,1.344e-09,9.0687e-09,4.9447e-08,2.0383e-07,6.103e-07,1.7482e-06
7.755e-10,2.9629e-12,2.5674e-10,1.4839e-09,1.0128e-08,5.4075e-08,2.1771e-07,6.6118e-07,1.8524e-06
6.5719e-11,3.1869e-12,3.1206e-10,1.5821e-09,1.0911e-08,5.7144e-08,2.2501e-07,6.9259e-07,1.9e-06
1.3835e-10,3.3158e-12,3.6208e-10,1.6324e-09,1.1369e-08,5.8461e-08,2.2527e-07,7.0256e-07,1.888e-06
9.8884e-10,3.3413e-12,4.0368e-10,1.6315e-09,1.1474e-08,5.7942e-08,2.1847e-07,6.9045e-07,1.8171e-06
2.5637e-09,3.2621e-12,4.3423e-10,1.5797e-09,1.1218e-08,5.5621e-08,2.0506e-07,6.5703e-07,1.6918e-06
4.7641e-09,3.0829e-12,4.5182e-10,1.48e-09,1.0619e-08,5.1643e-08,1.8585e-07,6.0441e-07,1.5201e-06
7.4516e-09,2.8151e-12,4.5533e-10,1.3388e-09,9.7127e-09,4.6258e-08,1.6208e-07,5.3587e-07,1.3125e-06
1.0458e-08,2.4755e-12,4.4456e-10,1.165e-09,8.557e-09,3.9804e-08,1.3521e-07,4.5574e-07,1.0823e-06
1.3593e-08,2.0855e-12,4.2017e-10,9.6943e-10,7.2244e-09,3.2687e-08,1.0696e-07,3.6905e-07,8.4387e-07
1.6661e-08,1.6695e-12,3.837e-10,7.6443e-10,5.7985e-09,2.5355e-08,7.9083e-08,2.8124e-07,6.1217e-07
1.9468e-08,1.2537e-12,3.3744e-10,5.6288e-10,4.3691e-09,1.8268e-08,5.334e-08,1.9784e-07,4.0179e-07
2.1839e-08,8.6415e-13,2.843e-10,3.7743e-10,3.0258e-09,1.187e-08,3.1346e-08,1.2407e-07,2.2595e-07
2.3624e-08,5.2542e-13,2.2762e-10,2.1974e-10,1.8531e-09,6.5652e-09,1.4485e-08,6.4582e-08,9.5629e-08
2.4711e-08,2.5877e-13,1.7095e-10,9.9723e-11,9.2479e-10,2.6856e-09,3.8139e-09,2.3109e-08,1.9014e-08
2.5032e-08,8.0947e-14,1.1786e-10,2.491e-11,2.9904e-10,4.7537e-10,4.785e-12,2.2567e-09,1.2735e-09
2.4567e-08,3.1179e-15,7.1686e-11,6.8542e-15,1.523e-11,7.329e-11,3.2966e-09,3.3322e-09,4.283e-08
2.3345e-08,3.0177e-14,3.5327e-11,2.6577e-11,9.1189e-11,1.5047e-09,1.3483e-08,2.6322e-08,1.3838e-07
2.1442e-08,1.6042e-13,1.1067e-11,1.0295e-10,5.2214e-10,4.6795e-09,2.9923e-08,7.0022e-08,2.7797e-07
1.8979e-08,3.8568e-13,4.3216e-13,2.2433e-10,1.281e-09,9.3984e-09,5.1576e-08,1.3093e-07,4.4979e-07
1.611e-08,6.9178e-13,4.0898e-12,3.8309e-10,2.3201e-09,1.5365e-08,7.7276e-08,2.0302e-07,6.5026e-07
1.3015e-08,1.0595e-12,2.181e-11,5.6925e-10,3.5742e-09,2.2204e-08,1.0527e-07,2.7899e-07,8.873e-07
9.8883e-09,1.4657e-12,5.248e-11,7.7112e-10,4.9644e-09,2.9485e-08,1.3206e-07,3.5246e-07,1.1737e-06
6.9273e-09,1.8849e-12,9.4172e-11,9.7601e-10,6.4034e-09,3.6772e-08,1.5409e-07,4.2708e-07,1.523e-06
4.3176e-09,2.2908e-12,1.4427e-10,1.1711e-09,7.8007e-09,4.3781e-08,1.6926e-07,5.1566e-07,1.9477e-06
2.2231e-09,2.6578e-12,1.9962e-10,1.344e-09,9.0668e-09,4.9232e-08,1.8379e-07,6.3235e-07,2.4515e-06
7.755e-10,2.9629e-12,2.5674e-10,1.4839e-09,1.0165e-08,5.1544e-08,2.0944e-07,7.9214e-07,3.026e-06
6.5719e-11,3.1869e-12,3.1206e-10,1.5821e-09,1.0947e-08,5.0228e-08,2.5747e-07,1.0071e-06,3.6498e-06
1.3835e-10,3.3158e-12,3.6208e-10,1.6324e-09,1.0627e-08,5.0275e-08,3.407e-07,1.2819e-06,4.2787e-06
9.8884e-10,3.3413e-12,4.0368e-10,1.6298e-09,9.0145e-09,5.9395e-08,4.6898e-07,1.6127e-06,4.8336e-06
2.5637e-09,3.2621e-12,4.3423e-10,1.611e-09,8.9071e-09,8.5834e-08,6.4791e-07,1.9787e-06,5.1975e-06
4.7641e-09,3.0829e-12,4.5182e-10,1.3406e-09,1.4742e-08,1.4084e-07,8.7111e-07,2.3256e-06,5.2678e-06
7.4516e-09,2.8151e-12,4.5693e-10,7.2859e-10,3.4903e-08,2.3559e-07,1.1014e-06,2.5606e-06,4.9858e-06
1.0458e-08,2.4755e-12,4.1587e-10,9.1243e-10,8.2906e-08,3.7381e-07,1.2628e-06,2.6102e-06,4.2183e-06
1.3593e-08,2.0855e-12,1.7141e-10,5.0693e-09,1.6948e-07,5.3e-07,1.2959e-06,2.4055e-06,2.7296e-06
1.6661e-08,1.6695e-12,6.9848e-10,2.4376e-08,2.7594e-07,6.4114e-07,1.0768e-06,1.723e-06,8.9752e-07
1.9468e-08,1.994e-12,8.0553e-09,7.3475e-08,3.4573e-07,6.4411e-07,4.5652e-07,6.2041e-07,1.6909e-08
2.1839e-08,1.826e-11,3.6929e-08,1.3758e-07,2.6935e-07,3.5308e-07,4.1934e-09,1.3003e-08,2.5072e-06
2.3624e-08,7.0422e-10,7.2248e-08,1.6152e-07,8.3251e-09,9.7729e-11,1.5215e-06,2.009e-06,9.9887e-06
2.3506e-08,1.2488e-08,2.5698e-08,1.7683e-08,6.996e-07,1.071e-06,6.1858e-06,8.008e-06,1.9955e-05
4.624e-08,2.0448e-08,2.8667e-07,4.6368e-07,3.0637e-06,4.5284e-06,1.0849e-05,1.5207e-05,2.667e-05
3.3045e-08,1.7597e-07,7.5685e-07,1.8667e-06,3.4356e-06,6.8859e-06,1.0482e-05,1.807e-05,2.4982e-05
1.1795e-09,1.2607e-08,1.1074e-10,8.5994e-07,7.8388e-07,4.3378e-06,4.8603e-06,1.3196e-05,1.5415e-05
7.0481e-13,3.8575e-08,1.3896e-07,1.2507e-08,5.7362e-08,6.9794e-07,6.1241e-07,5.226e-06,5.5549e-06
0,2.1236e-09,3.6963e-08,3.1722e-07,5.7188e-07,1.2297e-07,2.1018e-07,5.5687e-07,5.2823e-07
0,1.7417e-12,3.2921e-09,1.7747e-07,4.5355e-07,8.6865e-07,1.2219e-06,3.0111e-07,3.829e-07
0,1.4761e-12,3.3171e-13,4.51e-08,1.7871e-07,8.5192e-07,1.3786e-06,1.5949e-06,1.9655e-06
0,7.9089e-16,2.8859e-11,5.1084e-09,5.4264e-08,4.7066e-07,9.4569e-07,2.0021e-06,2.678e-06
0,0,2.377e-12,2.1882e-11,7.3966e-09,1.9154e-07,4.7177e-07,1.5884e-06,2.3666e-06
0,0,7.9343e-15,6.7664e-12,1.3233e-10,6.3409e-08,2.0946e-07,9.5567e-07,1.6461e-06
0,0,3.7242e-18,3.9475e-11,3.4932e-13,1.0367e-08,7.2882e-08,4.9337e-07,9.5733e-07
0,0,0,2.6723e-12,8.6311e-11,4.1906e-10,1.3866e-08,2.3176e-07,5.2094e-07
0,0,0,1.971e-15,4.1063e-11,1.6743e-12,9.1252e-10,8.3216e-08,2.5364e-07
0,0,0,1.659e-15,3.1208e-12,5.4943e-11,1.1554e-13,1.8088e-08,9.3802e-08
0,0,0,9.5095e-19,1.2296e-14,1.4647e-10,1.4047e-11,1.7025e-09,2.2824e-08
0,0,0,0,1.0468e-14,4.6133e-11,2.2288e-10,5.562e-12,2.7664e-09
0,0,0,0,2.4295e-17,4.2008e-12,1.8128e-10,5.1119e-15,3.9524e-11
0,0,0,0,1.1833e-20,1.0839e-17,5.1379e-11,1.656e-10,7.7071e-12
0,0,0,0,0,3.0234e-14,5.2561e-12,3.4519e-10,7.2621e-11
0,0,0,0,0,2.6474e-15,5.9071e-15,1.957e-10,4.2184e-10
0,0,0,0,0,7.7702e-18,2.2098e-14,5.6942e-11,4.2294e-10
0,0,0,0,0,3.5111e-21,1.3042e-14,6.3658e-12,2.0423e-10
0,0,0,0,0,0,2.0949e-18,2.4452e-14,6.2352e-11
0,0,0,0,0,0,7.0581e-18,6.7153e-15,7.6187e-12
0,0,0,0,0,0,3.707e-21,4.2231e-14,6.3807e-14
0,0,0,0,0,0,0,2.973e-15,5.746e-16
0,0,0,0,0,0,0,2.9734e-18,7.6954e-14
0,0,0,0,0,0,0,2.0003e-18,1.6553e-14
0,0,0,0,0,0,0,1.2818e-21,9.6014e-17
0,0,0,0,0,0,0,0,1.2409e-17
0,0,0,0,0,0,0,0,3.3524e-20
0,0,0,0,0,0,0,0,3.2396e-23
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
