0.00038874,0.0011592,0.00040691,7.5774e-06,3.3666e-05,2.5885e-05,2.5885e-05,3.3665e-05,7.2267e-06,0.00026762,0.00021543,0.00021543,0.00026762,7.2267e-06,3.3665e-05,2.5885e-05,2.5885e-05,3.3665e-05,7.2267e-06,0.00026762,0.00021543,0.00021543,0.00026762,7.2267e-06,3.3665e-05,2.5885e-05,2.5885e-05,3.3665e-05,7.2267e-06,0.00026762,0.00021543,0.00021543,0.00026762,7.2267e-06,3.3665e-05,2.5885e-05,2.5885e-05,3.3666e-05,7.5774e-06,0.00040691,0.0011592
0.0021704,0.0023179,0.0023755,0.00089408,0.00030476,5.6495e-05,7.8582e-05,0.00050031,0.0013245,0.0039803,0.0050253,0.0050253,0.0039803,0.0013244,0.00049989,7.7771e-05,7.7771e-05,0.00049989,0.0013244,0.0039803,0.0050253,0.0050253,0.0039803,0.0013244,0.00049989,7.7771e-05,7.7771e-05,0.00049989,0.0013244,0.0039803,0.0050253,0.0050253,0.0039803,0.0013245,0.00050031,7.8582e-05,5.6495e-05,0.00030476,0.00089408,0.0023755,0.0023179
0.0030397,0.0027978,0.00283,0.0020758,0.0011528,0.00097221,0.0012759,0.0022305,0.0052059,0.0089411,0.0091921,0.0091972,0.0089696,0.0053241,0.0024834,0.0016791,0.0016676,0.0024862,0.005327,0.0089692,0.0091938,0.0091968,0.0089695,0.0053241,0.0024834,0.0016791,0.0016676,0.0024862,0.005327,0.0089692,0.0091942,0.0091951,0.0089414,0.0052029,0.0022279,0.0012818,0.00097997,0.0011537,0.0020776,0.0028274,0.002797
0.0036413,0.0029676,0.0025968,0.0021308,0.0013751,0.0010234,0.0019571,0.0049773,0.0092386,0.011844,0.011265,0.01111,0.011508,0.0091568,0.0054981,0.0031675,0.0031677,0.0054979,0.0091499,0.011467,0.010964,0.010964,0.011467,0.0091499,0.0054979,0.0031677,0.0031675,0.0054981,0.0091568,0.011508,0.01111,0.011265,0.011844,0.0092386,0.0049773,0.0019571,0.0010234,0.0013751,0.0021308,0.0025968,0.0029676
0.0042055,0.003046,0.0020398,0.0013189,0.00085655,0.0012795,0.0037783,0.0079312,0.011829,0.012796,0.012032,0.011117,0.010219,0.0082666,0.0042598,0.0010991,0.0010989,0.0042482,0.0081777,0.009869,0.010152,0.010152,0.009869,0.0081777,0.0042482,0.0010989,0.0010991,0.0042598,0.0082666,0.010219,0.011117,0.012032,0.012796,0.011829,0.0079312,0.0037783,0.0012795,0.00085655,0.0013189,0.0020398,0.003046
0.0072963,0.0067736,0.0068337,0.0078893,0.010178,0.013589,0.017522,0.020685,0.02175,0.020502,0.018388,0.017341,0.017528,0.018075,0.018022,0.017567,0.017512,0.017786,0.017633,0.016595,0.015502,0.015552,0.016587,0.017623,0.017812,0.017503,0.017576,0.017996,0.018085,0.017537,0.017309,0.01851,0.020492,0.021742,0.020699,0.017519,0.013591,0.010177,0.0078878,0.00683,0.0068538
0.014286,0.015278,0.017723,0.022768,0.029006,0.035939,0.041445,0.043726,0.043039,0.0404,0.037512,0.037594,0.04093,0.046426,0.05206,0.055025,0.055177,0.052387,0.046955,0.04149,0.037847,0.037847,0.04149,0.046955,0.052387,0.055177,0.055025,0.05206,0.046426,0.04093,0.037594,0.037512,0.0404,0.043039,0.043726,0.041445,0.035939,0.029006,0.022768,0.017723,0.015278
0.023878,0.028087,0.034739,0.043732,0.054235,0.064632,0.072067,0.074829,0.074363,0.072159,0.07098,0.074113,0.081844,0.093282,0.10297,0.11047,0.1117,0.10635,0.098981,0.089715,0.083698,0.083698,0.089715,0.098981,0.10635,0.1117,0.11047,0.10297,0.093282,0.081844,0.074113,0.07098,0.072159,0.074363,0.074829,0.072067,0.064632,0.054235,0.043732,0.034739,0.028087
0.036028,0.043775,0.054982,0.068053,0.082229,0.095337,0.10346,0.10839,0.10879,0.10865,0.11186,0.1192,0.132,0.14818,0.16336,0.17399,0.1769,0.17157,0.1618,0.15148,0.14479,0.14477,0.15154,0.16177,0.17155,0.17699,0.17435,0.16334,0.14817,0.13199,0.11921,0.11185,0.10869,0.10877,0.10837,0.10379,0.095571,0.082221,0.068052,0.05497,0.043781
0.049329,0.060963,0.075312,0.090948,0.10717,0.1207,0.13008,0.13548,0.13784,0.14169,0.14826,0.16101,0.17792,0.19646,0.21473,0.22761,0.2319,0.22697,0.21699,0.20781,0.20146,0.20146,0.20781,0.21699,0.22697,0.2319,0.22761,0.21473,0.19646,0.17792,0.16101,0.14826,0.14169,0.13784,0.13548,0.13008,0.1207,0.10717,0.090948,0.075312,0.060963
