Col0,Col1,Col2,Col3,Col4,Col5,Col6
21.201,-40.644,-5.8521e-13,40.644,-43.556,6.0332,37.091
10.681+34.142i,3.1754-20.774i,-20.298+10.217i,18.577+9.8245i,0.38985-20.746i,-18.995+12.408i,19.966+7.4489i
46.976-3.8313i,-4.6714+29.418i,-20.645-15.311i,26.796-13.01i,-8.0707+29.253i,-18.147-18.34i,27.518-9.5998i
59.953-10.973i,-39.408-4.4815i,0.74077-4.2692i,38.614+9.0565i,-42.121-5.4363i,6.5257-3.2307i,35.128+8.8985i
-6.7496-19.364i,9.2969-10.786i,-21.48+6.5159i,13.722+3.8029i,6.7745-10.591i,-20.982+7.5473i,15.711+2.5032i
-2.1755+2.3175i,-11.931+27.681i,-15.213-15.978i,28.233-10.558i,-15.044+27.293i,-12.112-18.691i,28.023-7.2631i
35.614+37.664i,-16.639-13.568i,-4.5075+12.598i,21.47+0.067715i,-18.501-12.67i,-1.6435+13.51i,20.262-1.8082i
40.918+18.027i,-7.6007-25.298i,8.2365-1.0159i,-1.226+26.387i,-6.9227-27.262i,8.6447+2.8282i,-2.3414+24.231i
-597.55+37.341i,236.09-549.87i,338.05+505.92i,-598.36+7.6898i,303.18-514.17i,273.45+543.32i,-596.22-68.083i
1477.9+2142.1i,-2623.5+116.67i,1282.9-2264.6i,1248.7+2310.2i,-2621.1-211.14i,1560.2-2084i,949.08+2444.4i
2066.9-3821i,2176.2+3818.5i,-4400.8-216.2i,2540-3586.8i,1678.8+4060i,-4339.1-764.12i,2971.2-3241.1i
-3619.9-82.867i,2036.2-3067.2i,1496.7+3376.4i,-3640.1-551.09i,2404.3-2785.8i,1063.6+3536.5i,-3544.1-1004.1i
639.34+1232.9i,-1424.2-187.19i,898.35-1094.6i,461.44+1360.3i,-1392.9-363.1i,1031.2-971.16i,287.74+1403.8i
8.3017-105.31i,43.424+107.86i,-120.18-26.988i,85.372-78.94i,28.695+111.58i,-116.12-40.64i,95.749-68.033i
-2.0817+64.928i,-17.667+6.9998i,-1.1325-4.521i,18.88-2.1548i,-19.101+6.8302i,1.589-5.1649i,17.398-1.2953i
79.063+25.127i,5.7856-9.8413i,-15.275+13.176i,10.584-4.279i,3.9328-8.5905i,-14.798+13.485i,11.926-5.8608i
17.414-54.265i,-1.667-23.057i,17.869+7.4015i,-17.482+15.125i,0.86607-23.61i,16.554+10.177i,-18.606+12.704i
-94.093-55.094i,17.216-23.11i,2.9903+40.539i,-20.42-20.334i,18.893-18.748i,0.1734+40.425i,-19.079-24.574i
-37.038+73.875i,4.9073-8.104i,-13.407+8.0359i,9.4604-0.50767i,3.2688-7.4918i,-12.963+8.5363i,10.624-1.6561i
52.522+64.837i,0.55053-24.79i,20.178+12.778i,-22.175+11.097i,3.5853-24.67i,18.333+15.341i,-23.231+8.23i
43.695-88.976i,15.458-17.141i,-3.3976+34.496i,-11.817-19.827i,16.061-13.248i,-5.3952+34.025i,-10.28-23.215i
-65.594-56.648i,1.7834-8.5027i,-8.2255+3.1729i,7.0315+5.1024i,0.69021-8.6409i,-7.7712+4.1577i,7.6378+4.1853i
-88.387+78.094i,2.8448-21.619i,17.162+15.555i,-21.236+4.9501i,5.5961-20.859i,15.239+17.404i,-21.927+2.2084i
63.119+59.683i,12.078-12.258i,-7.484+27.044i,-4.0582-16.724i,11.833-9.1219i,-8.6227+26.499i,-2.5925-19.276i
82.212-57.261i,0.26286-9.0512i,-3.7041+0.73678i,3.7066+8.2616i,-0.26814-9.5904i,-3.4192+2.0159i,3.9324+7.43i
-81.59-81.422i,4.3401-18.305i,13.503+17.303i,-18.811-0.23767i,6.6556-17.048i,11.678+18.507i,-19.171-2.7853i
-88.492+49.51i,9.14-9.1197i,-9.6965+20.501i,1.2513-12.851i,8.3555-6.7299i,-10.206+20.063i,2.5812-14.771i
56.909+102.86i,-0.23341-9.4572i,0.0023235-5.7039e-05i,0.23092+9.4573i,-0.24979-10.135i,0.036768+1.4038i,0.21038+8.6305i
81.378-54.532i,5.2026-15.357i,9.7576+18.255i,-15.659-4.2061i,7.0238-13.748i,8.1322+18.939i,-15.739-6.5482i
-45.244-107.53i,6.779-7.1886i,-10.51+14.924i,4.4846-8.8045i,5.7046-5.4884i,-10.598+14.686i,5.6527-10.25i
-106.24+53.886i,-0.15002-9.6583i,2.8902+0.42871i,-2.9472+9.1989i,0.26825-10.287i,2.6598+1.8249i,-3.1186+8.3311i
27.1+101.57i,5.5972-12.817i,6.0965+18.454i,-12.131-6.9601i,6.9032-10.996i,4.7327+18.744i,-11.975-9.0911i
113.58-37.983i,4.9313-6.0543i,-10.251+10.251i,6.0543-4.9313i,3.7629-4.9665i,-10.087+10.254i,7.0467-6.0219i
-34.293-101.78i,0.24633-9.6496i,4.9494+1.6351i,-5.5504+7.8973i,0.99868-10.098i,4.4801+2.9245i,-5.7998+6.9642i
-120.6+17.302i,5.6466-10.659i,2.6604+17.935i,-8.4976-8.5611i,6.4461-8.7607i,1.5897+17.95i,-8.1497-10.475i
23.869+112.19i,3.5221-5.4446i,-9.1774+6.4635i,6.3129-1.482i,2.4122-4.8752i,-8.8979+6.7066i,7.1233-2.3119i
106.25-6.2567i,0.79068-9.447i,6.1819+3.3043i,-7.4156+5.9059i,1.765-9.6334i,5.5241+4.4178i,-7.6849+4.8991i
-13.11-120.53i,5.445-8.8546i,-0.41155+16.765i,-5.004-9.1112i,5.7741-7.0006i,-1.1838+16.613i,-4.5054-10.803i
-107.9+4.3242i,2.4874-5.1742i,-7.5258+3.5594i,5.5777+1.3597i,1.5485-5.0166i,-7.2371+4.0163i,6.2072+0.71247i
-11.022+116.36i,1.3764-9.0771i,6.6198+5.1662i,-8.4706+3.5407i,2.4577-8.9606i,5.8368+6.0619i,-8.7127+2.4643i
107.96+0.92689i,5.0689-7.3741i,-2.9933+15.048i,-1.8611-8.7526i,4.9877-5.6687i,-3.4841+14.827i,-1.254-10.221i
16.684-104.6i,1.7714-5.1123i,-5.5232+1.5285i,4.1476+3.4743i,1.0784-5.2517i,-5.3033+2.1537i,4.6049+2.9437i
