Col0,Col1,Col2,Col3,Col4,Col5,Col6
407.56,21.163,-3.5992e-13,24.386,-26.134,3.6199,22.254
-155.36-296.14i,45.453-26.498i,-12.179+6.1304i,11.146+5.8947i,0.23391-12.447i,-11.397+7.4447i,11.98+4.4693i
-107.13+198.99i,34.916-9.2579i,-12.387-9.1868i,16.077-7.806i,-4.8424+17.552i,-10.888-11.004i,16.511-5.7599i
108.85-27.272i,4.9345-40.268i,0.44446-2.5615i,23.168+5.4339i,-25.273-3.2618i,3.9154-1.9384i,21.077+5.3391i
-28.65+148.79i,22.509-51.677i,-12.888+3.9095i,8.2334+2.2818i,4.0647-6.3548i,-12.589+4.5284i,9.4267+1.5019i
356.59-169.62i,-3.3775-32.625i,-9.1277-9.5871i,16.94-6.3348i,-9.0262+16.376i,-7.2671-11.214i,16.814-4.3579i
-478.65-355.89i,-19.739-57.581i,-2.7045+7.5586i,12.882+0.040629i,-11.1-7.6021i,-0.98608+8.1062i,12.157-1.0849i
-136.03+822.64i,-27.126-61.126i,4.9419-0.60952i,-0.73558+15.832i,-4.1536-16.357i,5.1868+1.6969i,-1.4049+14.538i
589.32-217.44i,108.01-369.12i,202.83+303.55i,-359.01+4.6139i,181.91-308.5i,164.07+325.99i,-357.73-40.85i
213.06+461.97i,-1616.3+40.094i,769.74-1358.8i,749.21+1386.1i,-1572.6-126.68i,936.11-1250.4i,569.45+1466.7i
769.95-1320.7i,1258.1+2272.1i,-2640.5-129.72i,1524-2152.1i,1007.3+2436i,-2603.5-458.47i,1782.7-1944.7i
-1145.4-29.956i,1172-1847.7i,897.99+2025.8i,-2184.1-330.65i,1442.6-1671.5i,638.13+2121.9i,-2126.4-602.47i
20.14-99.038i,-903.18-108.47i,539.01-656.79i,276.86+816.16i,-835.71-217.86i,618.73-582.7i,172.65+842.31i
-504.02+496.66i,-18.667+78.576i,-72.111-16.193i,51.223-47.364i,17.217+66.951i,-69.674-24.384i,57.449-40.82i
542.3+219.18i,-49.082+26.131i,-0.67948-2.7126i,11.328-1.2929i,-11.46+4.0981i,0.95341-3.0989i,10.439-0.77717i
14.998-365.48i,-27.252+21.694i,-9.1649+7.9057i,6.3502-2.5674i,2.3597-5.1543i,-8.8789+8.091i,7.1555-3.5165i
-172.29+56.709i,-23.274+16.826i,10.721+4.4409i,-10.489+9.0749i,0.51964-14.166i,9.9325+6.1062i,-11.164+7.6223i
-27.461+13.744i,-3.6143+17.312i,1.7942+24.323i,-12.252-12.2i,11.336-11.249i,0.10404+24.255i,-11.447-14.744i
-10.366+111.71i,-3.5039+24.59i,-8.0442+4.8215i,5.6762-0.3046i,1.9613-4.4951i,-7.7781+5.1218i,6.3741-0.99369i
158.47-15.431i,-0.010601+11.093i,12.107+7.6667i,-13.305+6.6581i,2.1512-14.802i,11+9.2044i,-13.939+4.938i
-90.183-173.77i,13.303+11.04i,-2.0386+20.698i,-7.0902-11.896i,9.6368-7.9491i,-3.2371+20.415i,-6.1678-13.929i
-105.69+112.4i,7.5965+11.067i,-4.9353+1.9038i,4.2189+3.0614i,0.41413-5.1846i,-4.6627+2.4946i,4.5827+2.5112i
73.714+55.261i,8.9419-1.8594i,10.297+9.3327i,-12.742+2.9701i,3.3577-12.516i,9.1435+10.442i,-13.156+1.3251i
20.818-40.37i,13.66-0.67843i,-4.4904+16.226i,-2.4349-10.034i,7.0998-5.4731i,-5.1736+15.899i,-1.5555-11.566i
19.356-32.516i,4.6079-2.1904i,-2.2224+0.44207i,2.224+4.957i,-0.16088-5.7542i,-2.0515+1.2096i,2.3594+4.458i
-83.583-34.621i,4.4136-9.9663i,8.102+10.382i,-11.287-0.1426i,3.9933-10.229i,7.0071+11.104i,-11.503-1.6712i
