Col0,Col1,Col2,Col3,Col4,Col5,Col6
87.815,-87.346,-1.3922e-13,87.346,-87.815,0.93815,86.85
70.178+22.995i,-48.039-55.691i,-10.357+15.604i,69.976+22.641i,-48.443-55.74i,-9.7235+16.025i,69.746+22.286i
43.297+11.492i,22.387-39.07i,-33.624+14.17i,43.598+11.263i,22.012-39.015i,-33.51+14.44i,43.873+11.033i
46.45-17.447i,37.387+33.101i,-47.093-8.9176i,46.901-17.14i,36.856+33.222i,-47.042-9.1817i,47.324-16.832i
64.793-19.846i,-17.692+65.281i,-27.094-26.437i,64.827-19.289i,-18.25+65.26i,-26.685-26.855i,64.833-18.733i
24.778-16.746i,-29.476-5.4038i,6.547+30.464i,24.653-17.037i,-29.47-5.0872i,6.6025+30.448i,24.51-17.326i
-116.18-201.65i,222.06-72.012i,-102.4+260.69i,-113.68-203.89i,222.36-68.663i,-105.1+259.61i,-111.17-206.1i
427.95+4077.5i,-3705.7-1752.9i,3331.8-2331.2i,376.95+4082i,-3684-1799.2i,3361.1-2288.7i,325.86+4085.8i
4223.5-7846.6i,4699.2+7571.6i,-8915+218.85i,4322-7793.1i,4603.5+7629.9i,-8917+107.2i,4419.8-7738.4i
-5608.2+3032.3i,224.08-6371.5i,5413.6+3404.9i,-5645.9+2961.5i,304.27-6368.2i,5370.3+3472.7i,-5682.8+2890.2i
1154.5+96.075i,-681.13+936.73i,-460.79-1022.6i,1152.9+110.24i,-692.77+928.51i,-447.78-1028.3i,1151.2+124.39i
69.069+21.973i,-72.237-0.81039i,4.6116-28.111i,68.709+22.312i,-72.47-1.246i,5.3169-27.995i,68.322+22.65i
30.754-14.562i,12.261-32.112i,-21.312+22.942i,31.123-14.59i,12.26-31.742i,-21.262+22.987i,31.464-14.612i
24.488+26.622i,9.4838-34.963i,13.44-3.2353i,24.356+26.817i,9.6899-34.85i,13.578-2.6357i,24.193+27.007i
-20.422+42.045i,10.859-45.511i,56.735+20.694i,-20.993+41.815i,11.443-45.32i,56.358+21.695i,-21.584+41.571i
-48.634+6.8765i,20.351-44.934i,48.409+65.693i,-48.946+6.1312i,20.971-44.415i,47.494+66.351i,-49.268+5.3795i
-26.712-32.669i,23.009-35.774i,3.5628+72.522i,-26.405-33.346i,23.381-35.13i,2.7906+72.55i,-26.11-34.015i
17.353-31.139i,18.875-30.62i,-20.51+34.459i,17.916-31.191i,19.098-30.1i,-20.634+34.382i,18.452-31.231i
34.545+5.1514i,17.295-30.62i,2.3254-1.1174i,34.713+5.6306i,17.564-30.19i,2.5485-0.64014i,34.841+6.112i
10.789+32.074i,18.819-28.382i,39.563+5.497i,10.369+32.437i,19.125-27.918i,39.414+6.4771i,9.9128+32.788i
-21.895+19.23i,16.12-24.522i,44.264+39.14i,-22.365+19i,16.405-24.084i,43.559+39.917i,-22.853+18.758i
-22.747-16.844i,10.97-26.301i,14.377+53.878i,-22.615-17.339i,11.331-25.938i,13.69+54.051i,-22.496-17.827i
2.6586-11.042i,4.8838-10.53i,-18.192+53.954i,2.4893-11.337i,4.5703-10.397i,-19.133+53.616i,2.3021-11.644i
-451.81+387.07i,-473.42+359.51i,-500.53+388.15i,-466.04+369.02i,-487.35+341.23i,-514.46+369.46i,-479.6+350.45i
2255.8-201.11i,2254.9-216.94i,2258.7-166.61i,2262.3-116.27i,2260.9-132.07i,2263.4-81.488i,2265.6-31.251i
-2187.1-1134.1i,-2151.4-1199.5i,-2115.9-1190.1i,-2142.4-1215.5i,-2105.1-1280i,-2069.2-1269.6i,-2094.7-1295.1i
375.59+719.39i,390.51+711.66i,395.79+774.42i,348.01+733.38i,363.02+725.82i,367.21+788.36i,319.9+746.32i
1.7059-26.494i,3.8097-26.365i,-3.9639+34.77i,2.2224-26.546i,4.3012-26.198i,-4.3483+34.717i,2.7111-26.579i
17.034-2.8712i,-0.16193-17.182i,-21.266+25.273i,16.956-2.7779i,-0.083331-17.274i,-21.77+24.826i,16.849-2.6938i
-2.9849+20.661i,-13.766-15.043i,-25.152+7.3778i,-3.4588+20.096i,-13.672-15.775i,-25.391+6.4811i,-3.9309+19.507i
-26.099+12.012i,-15.313-23.894i,-5.7511-1.7832i,-26.144+11.04i,-14.725-24.67i,-5.5443-2.3925i,-26.17+10.067i
-25.005-11.556i,-7.0366-26.474i,11.234+13.774i,-24.518-12.217i,-6.2912-26.818i,11.259+13.756i,-24.029-12.853i
-2.4591-20.553i,-2.0548-20.552i,3.4727+35.259i,-1.9942-20.558i,-1.5978-20.638i,2.8538+35.305i,-1.5589-20.542i
15.453-5.0041i,-4.7161-15.362i,-19.07+35.941i,15.365-4.7079i,-4.5201-15.601i,-19.989+35.423i,15.234-4.4193i
9.2838+16.195i,-8.7733-16.129i,-28.134+15.261i,8.7354+16.149i,-8.512-16.613i,-28.636+14.275i,8.1636+16.074i
-11.816+17.758i,-8.9556-19.055i,-12.474-1.1128i,-12.187+17.169i,-8.4865-19.569i,-12.388-1.846i,-12.552+16.56i
-21.005-1.8538i,-6.967-19.7i,8.4221+6.7406i,-20.748-2.4814i,-6.4109-20.088i,8.4824+6.6714i,-20.486-3.0945i
-7.8768-16.921i,-3.8889-18.189i,8.3713+26.146i,-7.3988-17.065i,-3.416-18.349i,7.9473+26.271i,-6.9406-17.186i
-4.4693-6.9777i,7.9324-4.1575i,-4.8837+17.235i,-4.5723-7.7007i,7.4654-3.5959i,-4.6783+17.306i,-4.6518-8.4332i
-127.78-36.357i,25.38+130.51i,90.422-77.516i,-125.1-45.023i,16.405+131.84i,95.707-70.937i,-121.9-53.503i
684.64+850.52i,394.97-1018.1i,-1086.4+134i,630.52+891.63i,457.46-991.38i,-1092.7+65.794i,573.9+929.27i
-198.99-1783.3i,-1484.5+1007.3i,1612.6+805.52i,-86.267-1791.9i,-1545.4+912.01i,1559.1+904.79i,26.742-1793.3i
-474.02+869.52i,990.28-33.994i,-485.47-844.84i,-528.01+838.46i,989.93+28.294i,-430.58-874.13i,-579.98+804.06i
87.94-59.309i,-83.234-65.109i,-7.9267+122.86i,90.911-53.874i,-79.59-70.117i,-14.442+122.24i,93.513-48.269i
10.094-0.83619i,-1.8285-9.8742i,-13.962+18.35i,10.004-0.87129i,-1.8864-9.9518i,-14.328+18.058i,9.8984-0.91348i
-5.694+3.5875i,-5.9939+1.1924i,-2.0668+0.71813i,-5.4419+2.7811i,-6.6917+0.71603i,-1.9728+1.0262i,-5.1595+1.9944i
-11.137+4.0381i,-7.8488-8.3182i,4.7229+1.2139i,-10.887+3.5028i,-7.8097-8.9078i,4.6896+1.3288i,-10.628+2.986i
-14.042+1.0885i,2.0927-14.009i,5.2587+5.838i,-14.15+0.62268i,2.5447-13.852i,5.4499+5.6793i,-14.254+0.14871i
-12.045-3.2771i,10.623-7.4143i,1.2387+8.3506i,-12.318-4.0113i,10.575-6.6325i,1.7349+8.2964i,-12.565-4.7662i
-6.6187-3.5709i,7.7453+2.2629i,-2.8402+6.053i,-6.6906-4.5107i,6.9766+2.8083i,-2.3538+6.3041i,-6.7202-5.4563i
-3.9947+0.95409i,-1.8647+3.3044i,-2.423+1.4726i,-3.7919+0.13341i,-2.6866+3.1065i,-2.2216+1.8335i,-3.5545-0.67208i
-7.0724+4.5189i,-6.501-4.5231i,2.1562+0.086041i,-6.8408+3.9907i,-6.6898-5.0681i,2.1434+0.25889i,-6.5963+3.4803i
-11.308+2.3363i,-1.682-11.326i,5.5+3.9754i,-11.282+1.9558i,-1.3286-11.47i,5.5497+3.9138i,-11.255+1.5772i
-10.534-2.9715i,5.7735-9.6293i,3.3373+8.8947i,-10.683-3.4548i,5.9797-9.1677i,3.5887+8.8125i,-10.821-3.9505i
-5.0041-4.648i,6.9138-2.5228i,-2.0917+9.0543i,-5.1067-5.2997i,6.5358-1.9822i,-1.7665+9.1438i,-5.1847-5.9607i
-1.1441-0.47211i,1.0723+1.1288i,-4.4361+4.1976i,-1.0679-1.133i,0.40824+1.1685i,-4.2431+4.4187i,-0.96479-1.7885i
-3.394+4.3647i,-4.3398-2.5515i,-0.88809+0.1541i,-3.2266+3.8644i,-4.666-2.9661i,-0.866+0.31679i,-3.0447+3.3777i
-8.5686+3.7972i,-3.2009-8.583i,4.2605+1.8729i,-8.4882+3.4444i,-2.9953-8.8808i,4.2608+1.8749i,-8.4056+3.0983i
-9.8483-1.4917i,2.4409-9.7829i,4.719+7.3519i,-9.9108-1.8547i,2.7449-9.575i,4.84+7.2825i,-9.9702-2.2235i
-5.3001-4.9391i,5.5561-5.2511i,-0.15325+9.9896i,-5.3924-5.4191i,5.4491-4.7742i,0.06486+10.003i,-5.471-5.9081i
-0.25246-2.2871i,2.7249-0.79133i,-4.5239+6.5939i,-0.24237-2.8271i,2.2247-0.58758i,-4.349+6.7255i,-0.21193-3.3676i
-0.64475+3.1628i,-2.2557-1.5718i,-3.1624+1.2759i,-0.53327+2.6971i,-2.6591-1.8298i,-3.1118+1.4174i,-0.40686+2.2404i
-5.6919+4.6908i,-3.4307-6.2008i,2.2072+0.45314i,-5.5962+4.3476i,-3.3833-6.5539i,2.1979+0.49405i,-5.4964+4.0128i
-8.9193+0.46105i,0.21116-8.9246i,5.0247+5.0557i,-8.9257+0.1564i,0.51577-8.9163i,5.0755+5.011i,-8.9317-0.14916i
-6.1754-4.2843i,3.986-6.6917i,1.877+9.4363i,-6.2434-4.657i,4.0657-6.3214i,2.0196+9.4155i,-6.3047-5.037i
-0.68267-3.7401i,3.4433-2.4821i,-3.3958+8.2698i,-0.70537-4.1856i,3.1141-2.1811i,-3.2444+8.3406i,-0.71334-4.6348i
1.0095+1.3564i,-0.46337-1.3438i,-4.4261+2.9969i,1.0757+0.92923i,-0.88453-1.441i,-4.3555+3.1117i,1.1562+0.50702i
-2.9264+4.7255i,-2.9157-4.3354i,-0.055273+0.00050874i,-2.8354+4.3883i,-3.0129-4.6708i,-0.056818+0.063321i,-2.738+4.0594i
-7.4426+2.2915i,-1.1624-7.594i,4.3339+2.8195i,-7.4136+2.0147i,-0.92116-7.7327i,4.3478+2.802i,-7.3846+1.7405i
-6.8779-2.8895i,2.4131-7.2273i,3.4196+7.9103i,-6.918-3.1934i,2.6071-6.9898i,3.5068+7.8785i,-6.9555-3.5022i
-1.8579-4.4715i,3.4613-3.8787i,-1.6256+9.0391i,-1.893-4.8417i,3.2994-3.544i,-1.5015+9.0683i,-1.9183-5.217i
1.5781-0.59467i,0.91082-1.6502i,-4.6562+4.8606i,1.6096-0.98083i,0.52636-1.6022i,-4.5746+4.9468i,1.6538-1.3656i
-0.58468+3.9354i,-2.0013-3.0426i,-2.0635+0.46338i,-0.50822+3.6062i,-2.2112-3.3076i,-2.0505+0.53493i,-0.42389+3.2837i
-5.4964+3.6074i,-1.8289-6.1244i,2.9061+1.1108i,-5.4476+3.3432i,-1.689-6.3539i,2.9041+1.1179i,-5.3977+3.0835i
-7.0299-1.0913i,1.0129-7.1i,4.1939+5.8779i,-7.0433-1.3519i,1.255-7.0025i,4.241+5.849i,-7.0564-1.6147i
-3.2778-4.3792i,2.9885-4.9027i,0.29977+8.8795i,-3.3123-4.6899i,2.9749-4.5903i,0.39519+8.8819i,-3.341-5.0059i
1.2143-2.2953i,1.809-2.2778i,-3.9875+6.4714i,1.2213-2.64i,1.5042-2.1166i,-3.9036+6.5295i,1.2388-2.986i
1.0844+2.5321i,-0.94529-2.3056i,-3.4925+1.6127i,1.142+2.2148i,-1.2242-2.4676i,-3.464+1.6828i,1.2083+1.9021i
-3.328+4.1986i,-1.9287-4.7436i,1.0864+0.16797i,-3.2712+3.9396i,-1.9046-5.0077i,1.0818+0.19451i,-3.2117+3.6862i
-6.5038+0.74476i,-0.088971-6.5139i,4.1304+3.7667i,-6.4945+0.51009i,0.14386-6.5447i,4.1504+3.7485i,-6.4859+0.27585i
-4.5327-3.5457i,2.2241-5.5096i,1.9823+7.9139i,-4.5587-3.8106i,2.3261-5.2637i,2.05+7.9017i,-4.582-4.0799i
0.17902-3.4578i,2.2363-3.0308i,-2.671+7.5378i,0.17097-3.7626i,2.0381-2.799i,-2.5921+7.5711i,0.17093-4.0704i
