Col0,Col1,Col2,Col3,Col4,Col5,Col6,Col7
382.392414825269,0.21885801068375,38.0494674005349,3842.99620745402,0,3842.99620745402,99.0100000000001,146223.958915901
411.443632091031,0.150193662242911,40.9401715605652,4134.95732761708,0,4134.95732761708,99.0099999999997,169285.86238826
412.134946386648,0,41.0089599039915,4141.90495030314,0,4141.90495030314,99.0100000000001,169855.214033125
419.961576079277,0.907286119309643,41.7877386658082,4220.56160524663,0,4220.56160524663,99.0099999999997,176367.725382991
421.255168079826,0.90048268334109,41.9164558807587,4233.56204395662,0,4233.56204395662,99.0099999999999,177455.916633962
424.828636333832,0.0944796066948276,42.2720292618357,4269.4749554454,0,4269.4749554454,99.0099999999994,180479.370249263
426.28800438857,0.0943420658352317,42.4172418107026,4284.14142288097,0,4284.14142288097,99.0100000000004,181721.462685589
428.112973615952,0,42.598833035926,4302.48213662853,0,4302.48213662853,99.0099999999998,183280.718178293
429.482605717801,0,42.7351165237505,4316.2467688988,0,4316.2467688988,99.0099999999994,184455.308614152
430.462761864371,0,42.8326457055556,4326.09721626111,0,4326.09721626111,99.0099999999998,185298.189351903
431.561639938422,0,42.9419881606743,4337.1408042281,0,4337.1408042281,99.01,186245.44906634
432.158563306107,0,43.0013842557294,4343.13980982867,0,4343.13980982867,99.0099999999997,186761.023838798
432.85426601394,0,43.0706092624919,4350.13153551168,0,4350.13153551168,99.0100000000007,187362.815606467
433.345475436942,0,43.1194864268986,4355.06812911676,0,4355.06812911676,99.0099999999997,187788.301081669
433.546852504243,0,43.1395241940206,4357.09194359608,0,4357.09194359608,99.0099999999999,187962.873316336
434.104824430693,0,43.1950444758117,4362.69949205699,0,4362.69949205699,99.0100000000002,188446.998594003
433.759674411464,0,43.1607007652783,4359.23077729311,0,4359.23077729311,99.0099999999996,188147.45514554
434.484780643873,0,43.2328515320883,4366.51800474092,0,4366.51800474092,99.0100000000003,188777.024611154
433.58209315603,0,43.1430307699342,4357.44610776335,0,4357.44610776335,99.0099999999999,187993.431505565
434.517926465614,0,43.2361496646215,4366.85111612678,0,4366.85111612678,99.0099999999997,188805.828419977
433.086912743364,0,43.0937584772875,4352.46960620604,0,4352.46960620604,99.0099999999998,187564.273989578
434.229095075904,0,43.2074098671753,4363.94839658471,0,4363.94839658471,99.01,188554.907010438
432.336788405031,0,43.0191183158952,4344.93094990541,0,4344.93094990541,99.0099999999993,186915.098608376
433.640451002057,0,43.1488375926478,4358.03259685743,0,4358.03259685743,99.0099999999998,188044.040745267
431.387507771972,0,42.9246613625113,4335.39079761364,0,4335.39079761364,99.0100000000001,186095.181861713
432.775020520229,0,43.0627240411519,4349.33512815634,0,4349.33512815634,99.0099999999997,187294.218386285
430.28965114229,0,42.8154205449061,4324.35747503552,0,4324.35747503552,99.01,185149.183880154
431.659173210641,0,42.9516930839884,4338.12100148282,0,4338.12100148282,99.0100000000005,186329.641816894
429.089378059335,0,42.6959889093112,4312.29487984043,0,4312.29487984043,99.0100000000002,184117.694363347
430.324275256428,0,42.8188657730306,4324.7054430761,0,4324.7054430761,99.01,185178.98187497
427.8287285554,0,42.5705495952877,4299.62550912406,0,4299.62550912406,99.0099999999995,183037.42097733
428.807602578508,0,42.66795120104,4309.46307130504,0,4309.46307130504,99.0099999999996,183875.960029128
426.54564704852,0,42.4428782135462,4286.73069956816,0,4286.73069956816,99.0100000000002,181941.189016041
427.152540238911,0,42.5032663430385,4292.82990064689,0,4292.82990064689,99.0099999999998,182459.292632555
425.273830309031,0,42.3163277180537,4273.94909952343,0,4273.94909952343,99.0099999999997,180857.830745714
425.408055277179,0,42.32968360157,4275.29804375857,0,4275.29804375857,99.01,180972.013494711
424.042400871436,0,42.1937959093012,4261.57338683942,0,4261.57338683942,99.01,179811.957736812
423.627339514527,0,42.1524957606669,4257.40207182736,0,4257.40207182736,99.0100000000003,179460.122784157
422.875363162383,0,42.0776713170126,4249.84480301827,0,4249.84480301827,99.0100000000001,178823.572769717
421.866769157352,0,41.9773124625298,4239.70855871551,0,4239.70855871551,99.0100000000001,177971.570919263
421.794374191996,0,41.9701088942385,4238.98099831809,0,4238.98099831809,99.0100000000006,177910.494100018
420.187254389123,0,41.8101944969403,4222.82964419097,0,4222.82964419097,99.0100000000003,176557.328751069
420.818393128365,0,41.8729951487131,4229.17251002002,0,4229.17251002002,99.0100000000002,177088.119995139
418.648185069366,0,41.6570513757934,4207.36218895513,0,4207.36218895513,99.0099999999999,175266.302861874
419.961082490714,0,41.7876895519105,4220.55664474296,0,4220.55664474296,99.0099999999999,176367.310806772
417.30463297906,0,41.5233629461095,4193.85965755706,0,4193.85965755706,99.01,174143.156705788
419.231481290233,0,41.7150915190605,4213.22424342511,0,4213.22424342511,99.0100000000002,175755.034904803
416.20509785113,0,41.4139551116862,4182.80946628031,0,4182.80946628031,99.01,173226.683477269
418.634407568255,0,41.655680463194,4207.22372678259,0,4207.22372678259,99.0100000000006,175254.767200023
415.389072519046,0,41.3327575563285,4174.60851318918,0,4174.60851318918,99.01,172548.081568234
418.170773716383,0,41.6095471706687,4202.56426423754,0,4202.56426423754,99.01,174866.795990558
414.884759694069,0,41.2825765546933,4169.54023202403,0,4169.54023202403,99.01,172129.363826406
417.837895023668,0,41.5764245027607,4199.21887477883,0,4199.21887477883,99.0099999999997,174588.50651781
414.707141572305,0,41.2649028910123,4167.75519199224,0,4167.75519199224,99.0099999999999,171982.013271072
417.629812298627,0,41.5557194977551,4197.12766927327,0,4197.12766927327,99.0099999999997,174414.660120587
414.856556316038,0,41.2797702136903,4169.25679158272,0,4169.25679158272,99.01,172105.962318402
417.537629599513,0,41.5465469763639,4196.20124461275,0,4196.20124461275,99.0100000000003,174337.67213158
415.317898367907,0,41.325675463592,4173.89322182279,0,4173.89322182279,99.0099999999996,172488.956704735
417.549856817776,0,41.5477636300543,4196.32412663548,0,4196.32412663548,99.0099999999994,174347.882928545
