Col0,Col1,Col2,Col3,Col4,Col5,Col6
97.863,-97.341,3.5216e-14,97.341,-97.863,1.0464,96.76
78.533+25.217i,-53.286-62.521i,-11.374+17.136i,78.307+24.824i,-53.736-62.576i,-10.667+17.605i,78.024+24.429i
49.051+12.633i,25.631-43.994i,-36.896+15.549i,49.388+12.38i,25.215-43.93i,-36.768+15.851i,49.668+12.126i
52.471-19.101i,42.449+36.823i,-51.637-9.778i,52.973-18.753i,41.855+36.963i,-51.58-10.071i,53.419-18.405i
72.65-21.802i,-19.381+73.186i,-29.734-29.013i,72.689-21.171i,-20.013+73.163i,-29.276-29.482i,72.67-20.54i
29.228-18.265i,-34.138-4.973i,7.0905+32.993i,29.081-18.559i,-34.151-4.6438i,7.1759+32.97i,28.886-18.852i
-124.39-219.44i,240.15-79.739i,-111.53+283.92i,-121.68-221.87i,240.49-76.107i,-114.44+282.75i,-118.98-224.26i
467.99+4441i,-4035.4-1910.9i,3628.5-2538.8i,412.45+4445.9i,-4011.8-1961.4i,3660.5-2492.5i,356.79+4450.1i
4601.7-8545.9i,5119.8+8246.3i,-9709.7+238.36i,4709-8487.6i,5015.5+8309.8i,-9712+116.76i,4815.5-8428i
-6105.9+3302.3i,244.78-6937.4i,5895.6+3708i,-6147+3225.2i,332.07-6933.7i,5848.4+3781.9i,-6187.2+3147.5i
1259.6+104.55i,-743.37+1021.9i,-502.01-1114i,1258+120.03i,-756.08+1012.9i,-487.81-1120.3i,1256+135.48i
77.455+24.124i,-80.846-1.3763i,5.0552-30.815i,77.048+24.526i,-81.103-1.8874i,5.8507-30.684i,76.583+24.927i
35.437-15.621i,12.949-36.885i,-23.259+25.037i,35.833-15.628i,12.971-36.49i,-23.192+25.098i,36.171-15.628i
28.456+28.965i,11.929-38.897i,14.294-3.441i,28.323+29.207i,12.157-38.742i,14.445-2.7887i,28.13+29.444i
-20.253+45.5i,13.205-48.092i,61.266+22.346i,-20.859+45.3i,13.798-47.855i,60.863+23.419i,-21.516+45.086i
-50.639+7.2911i,21.348-46.754i,52.365+71.061i,-50.979+6.5445i,21.961-46.208i,51.395+71.759i,-51.358+5.7908i
-26.718-35.411i,22.736-38.502i,3.8583+78.538i,-26.4-36.088i,23.118-37.859i,3.0528+78.568i,-26.125-36.759i
20.931-33.552i,19.24-34.928i,-22.28+37.432i,21.528-33.566i,19.513-34.396i,-22.394+37.361i,22.068-33.568i
39.329+5.7111i,19.796-34.771i,2.2562-1.0841i,39.517+6.2714i,20.116-34.274i,2.501-0.56138i,39.633+6.8329i
13.595+34.606i,22.217-30.145i,42.43+5.8954i,13.157+35.06i,22.514-29.588i,42.272+6.9423i,12.652+35.5i
-21.499+20.596i,17.585-24.337i,47.605+42.094i,-22.001+20.431i,17.81-23.859i,46.862+42.912i,-22.553+20.253i
-22.196-18.202i,9.8427-27.168i,15.484+58.024i,-22.07-18.652i,10.176-26.841i,14.778+58.202i,-21.988-19.096i
5.2519-11.975i,3.3765-12.79i,-19.546+57.971i,5.0575-12.224i,3.0712-12.71i,-20.52+57.621i,4.8136-12.486i
-479.41+412.92i,-504.46+381.01i,-534.07+414.17i,-494.59+393.74i,-519.26+361.53i,-548.92+394.25i,-509.09+373.99i
2408.6-214.37i,2407.6-231.99i,2409.2-177.72i,2415.6-123.79i,2414-141.37i,2414.2-86.915i,2419.1-33.02i
-2330.6-1209.7i,-2293.5-1277.6i,-2256.9-1269.4i,-2282.9-1296.4i,-2244.2-1363.3i,-2207.1-1354.2i,-2232-1381.2i
403.07+767.28i,415.16+761.1i,422.21+826.13i,373.64+782.32i,385.73+776.15i,391.77+840.97i,343.6+796.23i
4.3874-28.267i,1.5655-28.604i,-4.2327+37.127i,4.9129-28.222i,2.0876-28.529i,-4.5959+37.077i,5.3764-28.16i
20.717-2.9936i,-0.758-20.801i,-22.689+26.965i,20.625-2.8094i,-0.59225-20.924i,-23.199+26.513i,20.469-2.6371i
-0.67765+22.024i,-12.604-17.48i,-26.879+7.8842i,-1.1644+21.519i,-12.467-18.168i,-27.13+6.9399i,-1.6811+20.989i
-25.191+12.67i,-14.135-23.969i,-6.3038-1.9545i,-25.216+11.768i,-13.605-24.699i,-6.0759-2.6245i,-25.254+10.865i
-23.784-12.395i,-7.9961-25.397i,11.769+14.431i,-23.27-12.94i,-7.359-25.791i,11.839+14.38i,-22.788-13.46i
0.29854-21.744i,-4.9584-21.039i,3.661+37.17i,0.75855-21.602i,-4.5348-21.268i,3.0706+37.214i,1.1515-21.442i
19.17-5.0866i,-6.8235-18.382i,-20.155+37.988i,19.047-4.6557i,-6.5358-18.725i,-21.08+37.466i,18.844-4.2364i
12.453+17.227i,-8.0152-19.388i,-29.878+16.207i,11.881+17.291i,-7.6491-19.833i,-30.398+15.184i,11.25+17.322i
-9.7423+18.556i,-6.7368-19.587i,-13.569-1.2105i,-10.097+18.085i,-6.3039-19.988i,-13.475-2.0095i,-10.483+17.594i
-19.004-2.2467i,-6.7404-17.668i,8.4247+6.7427i,-18.716-2.7056i,-6.3559-18.05i,8.5334+6.617i,-18.46-3.1496i
-4.8179-17.812i,-6.7714-16.973i,8.6314+26.958i,-4.3462-17.75i,-6.4234-17.298i,8.2753+27.064i,-3.9358-17.666i
-1.3198-6.9639i,5.2212-5.6468i,-5.0308+17.755i,-1.4829-7.5464i,4.7768-5.2364i,-4.7333+17.854i,-1.66-8.1441i
-131.19-37.874i,26.663+134.04i,94.948-81.396i,-128.39-46.83i,17.384+135.44i,100.53-74.453i,-125.08-55.595i
721.85+892.78i,417.68-1069.7i,-1141.2+140.76i,665.07+936.12i,483.29-1041.4i,-1147.8+69.125i,605.63+975.82i
-205.26-1873.1i,-1556.8+1060.8i,1692.3+845.34i,-86.846-1881.8i,-1620.9+960.92i,1636.1+949.49i,31.819-1883.1i
-493.32+912.88i,1037.8-31.808i,-510.42-888.27i,-550.03+880.57i,1037.1+33.454i,-452.66-919.09i,-604.65+844.76i
96.614-61.581i,-91.675-67.944i,-8.2373+127.68i,99.646-55.601i,-87.9-73.485i,-14.925+127.04i,102.25-49.45i
