Col0,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8
3.0303e-09,3.8558e-12,5.1326e-10,1.8672e-09,1.326e-08,6.5744e-08,2.4238e-07,7.7661e-07,1.9998e-06
5.6311e-09,3.644e-12,5.3404e-10,1.7494e-09,1.2551e-08,6.1041e-08,2.1968e-07,7.144e-07,1.7964e-06
8.8078e-09,3.3275e-12,5.382e-10,1.5825e-09,1.148e-08,5.4676e-08,1.9157e-07,6.334e-07,1.5523e-06
1.2361e-08,2.9261e-12,5.2546e-10,1.377e-09,1.0114e-08,4.7048e-08,1.5982e-07,5.3869e-07,1.2842e-06
1.6067e-08,2.465e-12,4.9664e-10,1.1459e-09,8.5391e-09,3.8636e-08,1.2642e-07,4.3623e-07,1.0015e-06
1.9693e-08,1.9733e-12,4.5353e-10,9.0356e-10,6.8538e-09,2.9969e-08,9.3476e-08,3.3224e-07,7.1114e-07
2.3011e-08,1.4818e-12,3.9886e-10,6.6532e-10,5.1642e-09,2.1592e-08,6.3047e-08,2.3468e-07,4.4593e-07
2.5814e-08,1.0214e-12,3.3604e-10,4.4612e-10,3.5765e-09,1.4031e-08,3.7053e-08,1.4885e-07,2.297e-07
2.7924e-08,6.2105e-13,2.6904e-10,2.5974e-10,2.1904e-09,7.76e-09,1.7097e-08,7.4869e-08,8.3412e-08
2.9209e-08,3.0587e-13,2.0206e-10,1.1787e-10,1.0931e-09,3.1744e-09,4.7352e-09,2.2126e-08,1.666e-08
2.9588e-08,9.5679e-14,1.3931e-10,2.9444e-11,3.5346e-10,5.6188e-10,1.3067e-11,3.0647e-10,2.0825e-10
2.9038e-08,3.6853e-15,8.4732e-11,8.1016e-15,1.8001e-11,8.6865e-11,5.4478e-09,1.1969e-08,4.8633e-09
2.7594e-08,3.5669e-14,4.1756e-11,3.1414e-11,1.0778e-10,1.7556e-09,2.4453e-08,3.7359e-08,1.9809e-08
2.5345e-08,1.8962e-13,1.3081e-11,1.2169e-10,6.1717e-10,5.1603e-09,5.4433e-08,4.807e-08,4.512e-08
2.2433e-08,4.5587e-13,5.1081e-13,2.6516e-10,1.5181e-09,1.2358e-08,6.6117e-08,4.3914e-08,9.2379e-08
1.9041e-08,8.1768e-13,4.8341e-12,4.5281e-10,2.6389e-09,2.5594e-08,4.5066e-08,3.3863e-08,1.8319e-07
1.5383e-08,1.2523e-12,2.578e-11,6.7286e-10,4.2526e-09,4.2203e-08,1.6994e-08,2.8322e-08,3.4647e-07
1.1688e-08,1.7325e-12,6.2031e-11,9.1146e-10,9.1546e-09,3.5185e-08,1.3682e-09,3.4684e-08,6.3637e-07
8.188e-09,2.228e-12,1.1131e-10,1.1612e-09,1.6392e-08,7.8901e-09,6.6049e-10,6.1544e-08,1.1517e-06
5.1033e-09,2.7077e-12,1.7052e-10,1.2303e-09,6.8203e-09,2.1739e-09,1.4122e-09,1.3607e-07,2.0478e-06
2.6277e-09,3.1415e-12,2.3595e-10,2.6677e-09,3.4389e-09,3.0188e-08,4.3743e-10,3.3327e-07,3.3681e-06
9.1664e-10,3.5021e-12,2.9687e-10,6.367e-09,5.3636e-08,6.0684e-08,3.6589e-08,8.0391e-07,5.0356e-06
7.7679e-11,3.7669e-12,5.2689e-10,3.9295e-11,1.2867e-07,5.5297e-08,2.5214e-07,1.5989e-06,7.7678e-06
1.6353e-10,3.9192e-12,2.9529e-09,3.373e-08,1.5154e-07,6.6231e-09,7.5448e-07,2.8415e-06,1.4229e-05
1.1688e-09,3.9495e-12,3.2502e-09,1.3933e-07,5.4645e-08,5.7773e-08,2.1574e-06,6.3352e-06,2.4801e-05
3.0303e-09,2.2336e-13,9.0408e-08,2.0701e-07,1.4707e-08,4.3909e-07,7.3818e-06,1.4277e-05,3.9546e-05
5.6311e-09,9.1038e-10,1.9969e-07,7.9303e-08,7.1462e-07,3.0138e-06,1.8856e-05,2.7653e-05,5.3308e-05
8.8078e-09,2.5818e-08,5.261e-08,2.3517e-08,6.8465e-06,1.2097e-05,3.4866e-05,4.29e-05,4.505e-05
1.7154e-08,1.6991e-07,6.0643e-07,2.919e-06,2.3102e-05,2.8466e-05,2.8693e-05,3.6143e-05,1.6074e-05
3.4597e-08,4.2926e-09,1.3556e-05,1.8161e-05,1.5664e-05,2.2134e-05,4.1027e-06,9.4795e-06,3.7877e-08
4.8565e-06,8.9278e-06,1.5786e-06,8.5421e-06,8.892e-07,5.5249e-07,9.3119e-06,2.1957e-06,2.6851e-05
1.5739e-06,3.6804e-06,2.6136e-05,1.1456e-05,4.2149e-05,2.4629e-05,6.3748e-05,4.5164e-05,9.3333e-05
3.9862e-08,2.7827e-06,3.854e-06,3.6927e-05,4.1972e-05,6.5737e-05,8.2829e-05,9.8302e-05,0.00012762
2.4852e-11,8.6734e-07,1.521e-06,4.8736e-06,5.9224e-06,4.5546e-05,4.8783e-05,9.5449e-05,0.00010588
0,7.8606e-08,7.2096e-07,1.4317e-06,1.1167e-06,7.1277e-06,8.4897e-06,5.2259e-05,5.5813e-05
0,1.9688e-10,1.1809e-07,2.0127e-06,3.399e-06,6.8602e-07,3.3316e-07,1.0117e-05,1.2067e-05
0,5e-11,9.4929e-10,8.0395e-07,1.7491e-06,3.9317e-06,4.0556e-06,8.1093e-08,3.6051e-10
0,2.7887e-14,5.7786e-10,1.6045e-07,8.9253e-07,3.3941e-06,5.1643e-06,3.9044e-06,3.5108e-06
0,0,7.5704e-11,2.1066e-10,2.0434e-07,1.729e-06,3.0453e-06,6.2477e-06,6.7256e-06
0,0,2.6946e-13,2.7518e-10,5.0869e-09,9.5282e-07,1.7987e-06,4.9445e-06,6.9155e-06
0,0,1.3132e-16,8.3947e-10,2.5886e-09,2.5023e-07,1.0054e-06,2.9456e-06,4.5367e-06
0,0,0,9.8671e-11,5.0599e-10,1.6424e-08,2.9725e-07,1.9261e-06,2.9516e-06
0,0,0,2.2213e-13,8.4357e-10,2.0681e-09,3.2801e-08,1.0552e-06,2.042e-06
0,0,0,5.6118e-14,1.2222e-10,3.1301e-10,4.4639e-10,3.4602e-07,1.0991e-06
0,0,0,3.3531e-17,1.3927e-12,1.3864e-09,2.9013e-09,5.4285e-08,3.9555e-07
0,0,0,0,4.0028e-13,8.9292e-10,4.0002e-10,1.8604e-10,7.855e-08
0,0,0,0,8.245e-16,1.4853e-10,1.8839e-09,4.2496e-09,2.6508e-09
0,0,0,0,4.1723e-19,8.2105e-13,9.5321e-10,3.3542e-10,3.5922e-09
0,0,0,0,0,5.9317e-13,1.7482e-10,1.5208e-09,2.9288e-09
0,0,0,0,0,8.4865e-14,9.0933e-14,1.9887e-09,2.9252e-10
0,0,0,0,0,2.6407e-16,9.0253e-14,1.0204e-09,2.4259e-09
0,0,0,0,0,1.238e-19,4.4992e-13,2.0121e-10,1.9891e-09
0,0,0,0,0,0,2.4515e-17,2.6083e-13,1.0768e-09
0,0,0,0,0,0,2.3917e-16,3.1493e-13,2.2808e-10
0,0,0,0,0,0,1.3071e-19,8.8787e-13,1.8982e-12
0,0,0,0,0,0,0,1.106e-13,1.6182e-12
0,0,0,0,0,0,0,3.0452e-16,9.8262e-13
0,0,0,0,0,0,0,6.75e-17,5.0981e-13
0,0,0,0,0,0,0,4.5199e-20,1.618e-15
0,0,0,0,0,0,0,0,3.9937e-16
0,0,0,0,0,0,0,0,1.1198e-18
0,0,0,0,0,0,0,0,1.1423e-21
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
