Col0,Col1,Col2,Col3,Col4,Col5,Col6
29.8805729212193,-58.7665068188843,-65.247203321416,-46.9827118471182,-135.041137967776,-254.526291095031,-485.043282060247
29.8805729212193,-58.7665068188843,-65.247203321416,-46.9827118471182,-135.041137967776,-254.526291095031,-485.043282060247
29.8805729212193,-58.7665068188843,-65.247203321416,-46.9827118471182,-135.041137967776,-254.526291095031,-485.043282060247
29.8805729212193,-58.7665068188843,-65.247203321416,-46.9827118471182,-135.041137967776,-254.526291095031,-485.043282060247
9.72924635351659,-58.7665068188843,-65.247203321416,-46.9827118471182,-135.041137967776,-254.526291095031,-485.043282060247
9.72924635351659,-34.9914276391602,-65.247203321416,-46.9827118471182,-135.041137967776,-254.526291095031,-485.043282060247
9.72924635351659,-34.9914276391602,54.0712920000991,-73.6417975792808,-157.515523531882,-248.23814256763,-537.15537467486
9.72924635351659,-34.9914276391602,54.0712920000991,-73.6417975792808,-157.515523531882,-248.23814256763,-537.15537467486
-24.3226523593309,-34.9914276391602,54.0712920000991,-73.6417975792808,-157.515523531882,-248.23814256763,-537.15537467486
-24.3226523593309,-34.9914276391602,54.0712920000991,-73.6417975792808,-157.515523531882,-248.23814256763,-537.15537467486
-24.3226523593309,63.8775535917352,54.0712920000991,-73.6417975792808,-157.515523531882,-248.23814256763,-537.15537467486
-24.3226523593309,63.8775535917352,54.0712920000991,-73.6417975792808,-157.515523531882,-248.23814256763,-537.15537467486
-29.8893265964371,63.8775535917352,-140.606770777878,-70.5546371530926,-96.689414891858,-295.746532326629,-501.427311373914
-29.8893265964371,63.8775535917352,-140.606770777878,-70.5546371530926,-96.689414891858,-295.746532326629,-501.427311373914
-29.8893265964371,63.8775535917352,-140.606770777878,-70.5546371530926,-96.689414891858,-295.746532326629,-501.427311373914
-29.8893265964371,4.50337034049665,-140.606770777878,-70.5546371530926,-96.689414891858,-295.746532326629,-501.427311373914
-26.0604151195825,4.50337034049665,-140.606770777878,-70.5546371530926,-96.689414891858,-295.746532326629,-501.427311373914
-26.0604151195825,4.50337034049665,-140.606770777878,-70.5546371530926,-96.689414891858,-295.746532326629,-501.427311373914
-26.0604151195825,4.50337034049665,14.8042986960525,-90.9828713272739,-127.573613089615,-223.636770913761,-503.936763421079
-26.0604151195825,4.50337034049665,14.8042986960525,-90.9828713272739,-127.573613089615,-223.636770913761,-503.936763421079
-20.5329849626536,-57.2699752280405,14.8042986960525,-90.9828713272739,-127.573613089615,-223.636770913761,-503.936763421079
-20.5329849626536,-57.2699752280405,14.8042986960525,-90.9828713272739,-127.573613089615,-223.636770913761,-503.936763421079
-20.5329849626536,-57.2699752280405,14.8042986960525,-90.9828713272739,-127.573613089615,-223.636770913761,-503.936763421079
-20.5329849626536,-57.2699752280405,14.8042986960525,-90.9828713272739,-127.573613089615,-223.636770913761,-503.936763421079
-13.7153918454834,-57.2699752280405,-18.845200498515,-45.6768685838458,-234.204203953708,-325.299539585074,-618.925945427222
-13.7153918454834,-40.896398398938,-18.845200498515,-45.6768685838458,-234.204203953708,-325.299539585074,-618.925945427222
-13.7153918454834,-40.896398398938,-18.845200498515,-45.6768685838458,-234.204203953708,-325.299539585074,-618.925945427222
-13.7153918454834,-40.896398398938,-18.845200498515,-45.6768685838458,-234.204203953708,-325.299539585074,-618.925945427222
-6.03601021697928,-40.896398398938,-18.845200498515,-45.6768685838458,-234.204203953708,-325.299539585074,-618.925945427222
-6.03601021697928,-40.896398398938,-18.845200498515,-45.6768685838458,-234.204203953708,-325.299539585074,-618.925945427222
-6.03601021697928,-11.8561180838122,-78.9171237207705,-82.3501138124102,185.330708321074,-45.4315393701194,-114.866539540718
-6.03601021697928,-11.8561180838122,-78.9171237207705,-82.3501138124102,185.330708321074,-45.4315393701194,-114.866539540718
2.02263613235049,-11.8561180838122,-78.9171237207705,-82.3501138124102,185.330708321074,-45.4315393701194,-114.866539540718
2.02263613235049,-11.8561180838122,-78.9171237207705,-82.3501138124102,185.330708321074,-45.4315393701194,-114.866539540718
2.02263613235049,-11.8561180838122,-78.9171237207705,-82.3501138124102,185.330708321074,-45.4315393701194,-114.866539540718
2.02263613235049,20.1172074464705,-78.9171237207705,-82.3501138124102,185.330708321074,-45.4315393701194,-114.866539540718
9.95419281474902,20.1172074464705,42.6890669064296,250.059765225776,-165.552741507218,25.4076677312286,-32.2304475315865
9.95419281474902,20.1172074464705,42.6890669064296,250.059765225776,-165.552741507218,25.4076677312286,-32.2304475315865
9.95419281474902,20.1172074464705,42.6890669064296,250.059765225776,-165.552741507218,25.4076677312286,-32.2304475315865
9.95419281474902,20.1172074464705,42.6890669064296,250.059765225776,-165.552741507218,25.4076677312286,-32.2304475315865
17.2602909536372,47.1138046221535,42.6890669064296,250.059765225776,-165.552741507218,25.4076677312286,-32.2304475315865
17.2602909536372,47.1138046221535,42.6890669064296,250.059765225776,-165.552741507218,25.4076677312286,-32.2304475315865
17.2602909536372,47.1138046221535,125.495645140493,-94.138408558209,101.155286551191,19.0381722786126,39.4274081655611
17.2602909536372,47.1138046221535,125.495645140493,-94.138408558209,101.155286551191,19.0381722786126,39.4274081655611
23.4818615329981,47.1138046221535,125.495645140493,-94.138408558209,101.155286551191,19.0381722786126,39.4274081655611
23.4818615329981,62.4550759788774,125.495645140493,-94.138408558209,101.155286551191,19.0381722786126,39.4274081655611
23.4818615329981,62.4550759788774,125.495645140493,-94.138408558209,101.155286551191,19.0381722786126,39.4274081655611
23.4818615329981,62.4550759788774,125.495645140493,-94.138408558209,101.155286551191,19.0381722786126,39.4274081655611
28.2279803919954,62.4550759788774,91.7987917324753,-169.85426175198,21.8351134591569,-48.5965622854536,-51.4140272304226
28.2279803919954,62.4550759788774,91.7987917324753,-169.85426175198,21.8351134591569,-48.5965622854536,-51.4140272304226
28.2279803919954,62.3457959437225,91.7987917324753,-169.85426175198,21.8351134591569,-48.5965622854536,-51.4140272304226
28.2279803919954,62.3457959437225,91.7987917324753,-169.85426175198,21.8351134591569,-48.5965622854536,-51.4140272304226
31.2004314277133,62.3457959437225,91.7987917324753,-169.85426175198,21.8351134591569,-48.5965622854536,-51.4140272304226
31.2004314277133,62.3457959437225,91.7987917324753,-169.85426175198,21.8351134591569,-48.5965622854536,-51.4140272304226
31.2004314277133,62.3457959437225,-27.1191404265802,240.022371679915,-149.8882804233,-6.55998881329858,56.179698961773
31.2004314277133,46.8129989373934,-27.1191404265802,240.022371679915,-149.8882804233,-6.55998881329858,56.179698961773
32.2124446096675,46.8129989373934,-27.1191404265802,240.022371679915,-149.8882804233,-6.55998881329858,56.179698961773
32.2124446096675,46.8129989373934,-27.1191404265802,240.022371679915,-149.8882804233,-6.55998881329858,56.179698961773
32.2124446096675,46.8129989373934,-27.1191404265802,240.022371679915,-149.8882804233,-6.55998881329858,56.179698961773
32.2124446096675,46.8129989373934,-27.1191404265802,240.022371679915,-149.8882804233,-6.55998881329858,56.179698961773
31.2004314277142,19.6992914197254,-120.861115927195,-38.4514981318628,149.38580922292,51.0550009404608,-53.0550962851703
31.2004314277142,19.6992914197254,-120.861115927195,-38.4514981318628,149.38580922292,51.0550009404608,-53.0550962851703
31.2004314277142,19.6992914197254,-120.861115927195,-38.4514981318628,149.38580922292,51.0550009404608,-53.0550962851703
31.2004314277142,19.6992914197254,-120.861115927195,-38.4514981318628,149.38580922292,51.0550009404608,-53.0550962851703
28.2279803919946,19.6992914197254,-120.861115927195,-38.4514981318628,149.38580922292,51.0550009404608,-53.0550962851703
28.2279803919946,-12.2877576109211,-120.861115927195,-38.4514981318628,149.38580922292,51.0550009404608,-53.0550962851703
28.2279803919946,-12.2877576109211,-102.402108343127,-201.946623776205,-39.3172948228961,-12.5735175714978,42.4805107391924
28.2279803919946,-12.2877576109211,-102.402108343127,-201.946623776205,-39.3172948228961,-12.5735175714978,42.4805107391924
23.4818615329983,-12.2877576109211,-102.402108343127,-201.946623776205,-39.3172948228961,-12.5735175714978,42.4805107391924
23.4818615329983,-12.2877576109211,-102.402108343127,-201.946623776205,-39.3172948228961,-12.5735175714978,42.4805107391924
23.4818615329983,-41.2349795741443,-102.402108343127,-201.946623776205,-39.3172948228961,-12.5735175714978,42.4805107391924
23.4818615329983,-41.2349795741443,-102.402108343127,-201.946623776205,-39.3172948228961,-12.5735175714978,42.4805107391924
17.260290953637,-41.2349795741443,11.1215289020153,181.36885055387,-99.2622353586477,-46.3429164374312,-25.9542733234625
17.260290953637,-41.2349795741443,11.1215289020153,181.36885055387,-99.2622353586477,-46.3429164374312,-25.9542733234625
17.260290953637,-41.2349795741443,11.1215289020153,181.36885055387,-99.2622353586477,-46.3429164374312,-25.9542733234625
17.260290953637,-59.9812184936698,11.1215289020153,181.36885055387,-99.2622353586477,-46.3429164374312,-25.9542733234625
9.95419281474891,-59.9812184936698,11.1215289020153,181.36885055387,-99.2622353586477,-46.3429164374312,-25.9542733234625
9.95419281474891,-59.9812184936698,11.1215289020153,181.36885055387,-99.2622353586477,-46.3429164374312,-25.9542733234625
9.95419281474891,-59.9812184936698,114.320534716794,40.5817935606753,165.86155501026,29.941110779064,6.47039658573132
9.95419281474891,-59.9812184936698,114.320534716794,40.5817935606753,165.86155501026,29.941110779064,6.47039658573132
2.02263613235018,-63.8889053122026,114.320534716794,40.5817935606753,165.86155501026,29.941110779064,6.47039658573132
2.02263613235018,-63.8889053122026,114.320534716794,40.5817935606753,165.86155501026,29.941110779064,6.47039658573132
2.02263613235018,-63.8889053122026,114.320534716794,40.5817935606753,165.86155501026,29.941110779064,6.47039658573132
2.02263613235018,-63.8889053122026,114.320534716794,40.5817935606753,165.86155501026,29.941110779064,6.47039658573132
-6.03601021697934,-63.8889053122026,111.390482533154,-237.516815621491,-112.186032922478,35.1221070415549,12.2096601332817
-6.03601021697934,-51.9913305178754,111.390482533154,-237.516815621491,-112.186032922478,35.1221070415549,12.2096601332817
-6.03601021697934,-51.9913305178754,111.390482533154,-237.516815621491,-112.186032922478,35.1221070415549,12.2096601332817
-6.03601021697934,-51.9913305178754,111.390482533154,-237.516815621491,-112.186032922478,35.1221070415549,12.2096601332817
-13.715391845484,-51.9913305178754,111.390482533154,-237.516815621491,-112.186032922478,35.1221070415549,12.2096601332817
-13.715391845484,-51.9913305178754,111.390482533154,-237.516815621491,-112.186032922478,35.1221070415549,12.2096601332817
-13.715391845484,-27.2317951621628,5.04609811662001,172.956112549849,-22.8414176112142,-43.1035639559977,-30.0869070999903
-13.715391845484,-27.2317951621628,5.04609811662001,172.956112549849,-22.8414176112142,-43.1035639559977,-30.0869070999903
-20.5329849626533,-27.2317951621628,5.04609811662001,172.956112549849,-22.8414176112142,-43.1035639559977,-30.0869070999903
-20.5329849626533,-27.2317951621628,5.04609811662001,172.956112549849,-22.8414176112142,-43.1035639559977,-30.0869070999903
-20.5329849626533,-27.2317951621628,5.04609811662001,172.956112549849,-22.8414176112142,-43.1035639559977,-30.0869070999903
-20.5329849626533,4.26452249749615,5.04609811662001,172.956112549849,-22.8414176112142,-43.1035639559977,-30.0869070999903
-26.0604151195824,4.26452249749615,-105.892671422533,90.2345534748422,141.305368012991,-18.9685020867466,33.1239772675703
-26.0604151195824,4.26452249749615,-105.892671422533,90.2345534748422,141.305368012991,-18.9685020867466,33.1239772675703
-26.0604151195824,4.26452249749615,-105.892671422533,90.2345534748422,141.305368012991,-18.9685020867466,33.1239772675703
-26.0604151195824,4.26452249749615,-105.892671422533,90.2345534748422,141.305368012991,-18.9685020867466,33.1239772675703
-29.9503735510479,34.7058542656696,-105.892671422533,90.2345534748422,141.305368012991,-18.9685020867466,33.1239772675703
-29.9503735510479,34.7058542656696,-105.892671422533,90.2345534748422,141.305368012991,-18.9685020867466,33.1239772675703
-29.9503735510479,34.7058542656696,-121.116036117045,-249.796121056266,-157.301445292279,50.2122496694714,305.889963277839
-29.9503735510479,34.7058542656696,-121.116036117045,-249.796121056266,-157.301445292279,50.2122496694714,305.889963277839
-31.9584398625295,34.7058542656696,-121.116036117045,-249.796121056266,-157.301445292279,50.2122496694714,305.889963277839
-31.9584398625295,56.5614213617747,-121.116036117045,-249.796121056266,-157.301445292279,50.2122496694714,305.889963277839
-31.9584398625295,56.5614213617747,-121.116036117045,-249.796121056266,-157.301445292279,50.2122496694714,305.889963277839
-31.9584398625295,56.5614213617747,-121.116036117045,-249.796121056266,-157.301445292279,50.2122496694714,305.889963277839
-31.9584398625301,56.5614213617747,-7.42839998686638,122.481477443239,59.2300616898922,0.15082738400258,6.49403972322273e-15
-31.9584398625301,56.5614213617747,-7.42839998686638,122.481477443239,59.2300616898922,0.15082738400258,6.49403972322273e-15
-31.9584398625301,64.4244484785268,-7.42839998686638,122.481477443239,59.2300616898922,0.15082738400258,6.49403972322273e-15
-31.9584398625301,64.4244484785268,-7.42839998686638,122.481477443239,59.2300616898922,0.15082738400258,6.49403972322273e-15
-29.9503735510477,64.4244484785268,-7.42839998686638,122.481477443239,59.2300616898922,0.15082738400258,6.49403972322273e-15
-29.9503735510477,64.4244484785268,-7.42839998686638,122.481477443239,59.2300616898922,0.15082738400258,6.49403972322273e-15
-29.9503735510477,64.4244484785268,49.183295199402,145.495967665016,81.7921208214175,-50.2687741364521,7.9502164436036e-16
-29.9503735510477,56.3497277579758,49.183295199402,145.495967665016,81.7921208214175,-50.2687741364521,7.9502164436036e-16
-26.0604151195827,56.3497277579758,49.183295199402,145.495967665016,81.7921208214175,-50.2687741364521,7.9502164436036e-16
